tu_id	speaker	start	end	parent_tu_id	text
208	PST161_trad	331.730	332.990	207	vuoi il riso col pollo?
332	PST072_trad	516.780	518.330	331	voi signore come fate il riso?
334	PST072_trad	520.220	524.060	333	stavamo dicendo che ognuno ha la sua teoria
342	PST162_trad	529.180	529.990	341	questa pentola
344	PST162_trad	530.650	532.260	343	xx xx del nord
347	PST072_trad	533.610	535.000	346	com'è quella pentola?
351	PST161_trad	536.575	537.215	350	fessura?
357	PST160_trad	541.890	542.590	356	di acciaio
359	PST160_trad	543.850	545.130	358	acciaio inossidabile
700	PST072_trad	1005.020	1008.890	699	e al lavoro quando dovete cucinare per le persone italiane come fate?
1094	PST162_trad	2113.288	2116.738	1093	è un investimento, è un investimento di tanti soldi
1359	PST160_trad	2934.538	2939.331	1358	mi piacerebbe che mi dessero la pensione però di quello che ho però di quello che ho versato
1361	PST160_trad	2939.378	2941.328	1360	non per qualcosa che non ho messo
1363	PST160_trad	2941.375	2944.170	1362	no? quindi uno (deve) guadagnarsela come si dice
