tu_id	speaker	start	end	parent_tu_id	text
1	PST136_trad	2.260	2.780	0	hai visto?
9	PST138_trad	14.983	18.260	8	no, no veramente, la maturità del marocco è veramente difficile raga
12	PST136_trad	18.330	23.833	11	ti dicono che fanno salire qualcuno al cielo e ti dicono che lo lanceranno dall'aereo e di calcolare la velocità.
17	PST137_trad	26.463	27.588	16	l'esame in francese
21	PST138_trad	33.122	39.310	20	"ho detto: ""il mio nome è"", non mi ricordo il nome, ""amo il marocco e dovreste visitarlo"""
23	PST136_trad	37.744	39.333	22	dovreste visitarlo
25	PST136_trad	39.778	43.322	24	basta, questo è tutto
35	PST138_trad	52.255	53.050	34	dai
37	PST136_trad	53.421	56.222	36	e tu come ti fai chiamare @nada o @neda?
42	PST137_trad	61.288	62.699	41	@neda ti fa sembrare vecchia
51	PST136_trad	70.355	74.566	50	@nada ti fa sembrare più  giovane, @neda invece, ti immagino già una donna di trent'anni con due figli
59	PST138_trad	81.599	83.432	58	@neda, ma in verità lo rendono più duro
64	PST138_trad	87.911	89.289	63	bellezza, bel fisico
71	PST138_trad	94.311	95.466	70	(zan)nuba, sì
76	PST139_trad	97.878	99.200	75	noi diciamo @nadouda
80	PST136_trad	100.837	102.193	79	io dico @nadouda
82	PST136_trad	102.349	103.538	81	ti ci faccio divertire
105	PST136_trad	124.299	127.855	104	loro è come se lo abbreviassero, noi lo allunghiamo, diciamo omar
119	PST139_trad	136.754	139.522	118	è per le ragazze e i ragazzi questo (nome)
122	PST139_trad	140.566	142.634	121	rayan è una ragazza e un ragazzo
124	PST135_trad	142.668	143.065	123	cosa?
130	PST136_trad	146.011	146.989	129	solo per ragazzi
132	PST135_trad	146.988	147.743	131	solo ragazzi
153	PST136_trad	171.721	174.119	152	in realtà sarebbe fatim zahra
158	PST137_trad	176.398	178.944	157	in marocco dicono fatima zahra
161	PST137_trad	179.144	179.922	160	non fatima
164	PST136_trad	180.432	184.966	163	no perché in realtà è fatimat al-zahra, figlia del profeta che la pace e le benedizioni siano su di lui, fatimat al-zahra non fatima
172	PST137_trad	195.166	197.221	171	musaiba, conosci il nome musaiba?
184	PST136_trad	207.421	208.355	183	è un nome da ragazza?
186	PST139_trad	208.610	209.466	185	il mio destino
190	PST137_trad	210.159	210.903	189	è un nome da ragazza?
195	PST137_trad	214.310	216.555	194	sei musaib?
206	PST135_trad	228.688	229.588	205	rispondi fra
212	PST139_trad	232.766	234.170	211	rispondi fra (imita il dialetto marocchino))
215	PST139_trad	236.077	237.277	214	lo so
231	PST138_trad	253.409	255.314	230	avete il nome xadija? okay
233	PST135_trad	255.755	257.432	232	nome arabo
237	PST137_trad	259.458	260.458	236	noi non diciamo xadija
244	PST136_trad	267.352	269.686	243	chiamala addirittura l-batul, tamo tamo tamo
249	PST139_trad	273.893	278.315	248	zuhur e i fiori non sono insieme
251	PST135_trad	276.687	277.608	250	okay, ma zhur
254	PST136_trad	278.788	293.366	253	rhimo rhimo, un ragazzo stava parlando con un suo amico che si sentiva con una ragazza, immagina come mi ha detto che si chiama la ragazza, rhimo
