tu_id	speaker	start	end	parent_tu_id	text
15	PST092_trad	21.278	22.948	14	la signora ecaterina è portavoce
18	PST092_trad	23.060	27.320	17	sempre per il signore del consolato vado a chiamare la signora ecaterina
68	PST092_trad	113.240	114.580	67	signora ecaterina
110	PST092_trad	184.010	189.730	109	e quando ci sono balli nuovi il signor cosmin è molto rigido su certe cose e dopo un po' la gente
135	PST092_trad	230.943	232.660	134	tu stai dicendo seri al centro
158	PST087_trad	268.800	274.250	157	non proprio oaș ma anche tipo mentre ci spiega i passi il signor cosmin così è davantivisto che non credo gli si voglia vedere la faccia
166	PST092_trad	287.560	291.930	165	quando spiega no magari prendiamo delle persone degli avanzati tre quattro maschi quanto serve
168	PST092_trad	292.030	295.015	167	li prendiamo perché o facciamo fare l'ora di principianti
170	PST087_trad	295.378	297.174	169	no il signor cosmin ha detto di no
173	PST092_trad	298.370	300.620	172	e prendiamo un paio di maschi di avanzati
193	PST087_trad	335.399	341.938	192	però ci sarebbero libere mirela eleonora e noemi perché loro sono eh principianti cioè sono tipo
196	PST092_trad	342.253	342.900	195	prin~
198	PST087_trad	342.253	343.952	197	noi siamo intermedi e loro sono
201	PST092_trad	343.920	346.140	200	principianti quindi non sa~ non fanno danza con noi
204	PST092_trad	346.460	347.381	203	principianti principianti
219	PST087_trad	382.310	383.970	218	eh allora sarebbe meglio avanzati
226	PST087_trad	391.541	395.430	225	di solito gli avanzati per quello che siamo state noi ad alcune lezioni c'erano sempre
229	PST087_trad	397.170	401.660	228	prima i ragazzi davanti con il signor cosmin e poi le ragazze dietro secondo me sarebbe carino però
234	PST092_trad	403.300	405.095	233	gli avanzati non fanno così
236	PST092_trad	405.360	410.940	235	gli avanzati fanno prima spiegano la parte ai maschi e le ragazze nel mentre fanno cinque dieci minuti di pausa
250	PST087_trad	432.560	437.350	249	eh però dobbiamo capire anche il signor cosmin perché comunque vogliamo una cosa che sia fatta be:~
253	PST092_trad	436.000	437.760	252	ma il signor cosmin sarà più che felice
271	PST087_trad	461.725	463.417	270	così cos'è tre avanzati?
273	PST092_trad	462.480	467.180	272	se no scusami prendiamo le ragazze dei principianti e facciamo insieme alle ragazze dei principanti
275	PST087_trad	466.700	473.400	274	ma do~ non so se hanno voglia perché dice~ anche le ragazze di ma anche le ragazze dei principianti dicevano che boh vediamo
281	PST092_trad	474.982	479.612	280	cioè piuttosto noi andare a disturbare gli avanzati che poverini si fanno già due maroni così due ore di danza
283	PST087_trad	479.619	483.078	282	eh ma non possono fare solo avanzati intanto adesso mh sono a fare prove
285	PST092_trad	482.000	483.420	284	e fare fare solo agli avanzati
347	PST092_trad	581.370	583.620	346	ah boh se è a posto la signora ecaterina va bene
352	PST087_trad	590.140	593.630	351	due anni fa mi sembra che abbiamo fatto tipo questo festival il tesoro degli antenati
358	PST092_trad	602.520	607.160	357	sì ho capito il problema è che se la signora ecaterina è d'accordo ben venga
367	PST087_trad	617.250	617.930	366	eh sì
369	PST092_trad	618.055	619.365	368	due minuti e finiamo
371	PST092_trad	620.840	623.510	370	no state tranquillo cinque minuti e finiamo
405	PST092_trad	681.440	686.160	404	noi siamo rumene dentro se tu ci chiedi nel villaggio noi come andiamo te lo sappiamo dire a occhi chiusi
472	PST092_trad	804.690	806.540	471	dovresti vergognarti
655	PST092_trad	1165.660	1170.950	654	la signora ecaterina non ha detto che voleva fare tipo una roba tra di noi una domenica qua da qualche parte
777	PST087_trad	1418.560	1420.660	776	è meglio dire solo alla signora ecaterina
958	PST087_trad	1719.978	1722.255	957	ah ma il foulard aspetta il foulard
960	PST092_trad	1722.716	1727.182	959	ma come xx ih #foula~ mi ma
