tu_id	speaker	start	end	parent_tu_id	text
135	PST088_trad	226.360	228.880	134	da qui sono sempre
198	PST088_trad	319.683	321.650	197	avevo una ditta di di
235	PST088_trad	377.020	378.123	234	basta risolto?
241	PST088_trad	381.637	382.700	240	grazie a dio
251	PST088_trad	399.550	401.030	250	standard, che sia
684	PST088_trad	1160.660	1163.680	683	la pace sia su di voi vai signore. io sono ancora in ritado vai pure
686	PST088_trad	1164.540	1166.100	685	la pace sia con te e famiglia. sì vai pure
688	PST088_trad	1167.170	1169.140	687	sì chiudi tu sì chiudi
690	PST088_trad	1169.821	1170.640	689	chiudi con te la porta
692	PST088_trad	1170.750	1171.790	691	dio benedica la tua famiglia signore
694	PST088_trad	1172.340	1174.130	693	che dio ti abbia in grazia, grazie, che dio ti dia la salute
803	PST088_trad	1391.480	1393.830	802	non ingoiare
965	PST088_trad	1683.090	1684.360	964	benissimo
985	??_trad	1703.890	1711.030	984	ah volevo dire mandaci qualche preghiera e, amico, fai attenzone a quello che scrivi hai scritto prendere non preghiera
992	??_trad	1713.010	1717.140	991	diciamo preghiera al singolare quando usa la parola qualche
994	??_trad	1717.880	1721.860	993	la parola che segue deve essere al singolare, dammi qualche
1032	??_trad	1761.445	1762.926	1031	se dio vuole poi ti racconto cosa accadrà
1034	??_trad	1762.939	1764.243	1033	davvero è bello quel posto
1036	??_trad	1764.283	1766.917	1035	davvero ci sono le decorazioni sotto e sopra
1038	??_trad	1767.299	1770.163	1037	se sali un po' i gradini c'è xx
1055	??_trad	1792.630	1799.200	1054	eh un giretto sono anda~ andata volevano per esempio pregare nascoste nascoste, sono andata mi mancano
1106	PST088_trad	1879.120	1880.090	1105	io
1528	PST088_trad	2644.730	2646.880	1527	grazie a voi, che dio vi aiuti a dio piacendo.
