tu_id	speaker	start	end	parent_tu_id	text
3	PST085_trad	3.430	8.639	2	io dicevo tipo la signora @ecaterina di là cioè tipo con la sedia qua e rivolta verso di là
10	PST094_trad	13.920	15.010	9	[del campeggio]
19	PST087_trad	26.540	30.540	18	la signora @ecaterina lì e la riprendi mentre parla che c'è anche tutta la roba dietro
45	PST085_trad	58.260	60.360	44	no io dicevo la signora @ecaterina là
51	PST087_trad	63.800	66.940	50	no metti metti metti la signora @ecaterina qui
63	PST092_trad	87.210	90.590	62	ma se io devo fare la signora @ecaterina non ((ride)) dammi il tuo cellulare
65	PST092_trad	90.590	92.130	64	dio mi perdoni
76	PST092_trad	114.690	116.650	75	e la signora @ecaterina la mettiamo qua
79	PST092_trad	119.640	122.730	78	io dicevo invece spostiamo questo e mettiamo la signora @ecaterina proprio qua
96	PST092_trad	147.735	151.815	95	sì perché @noemi sarà qua la signora @ecaterina sarà qua con le cose a fianco
111	PST092_trad	175.530	179.180	110	sai cosa possiamo fare per coprire questo sacchetto
113	PST092_trad	179.705	180.675	112	la spostiamo li
115	PST085_trad	180.700	183.008	114	no se no la sposti più in qua la signora @ecaterina
161	PST085_trad	241.730	242.460	160	fidati di me
163	PST085_trad	242.725	243.515	162	fidati di me
170	PST085_trad	250.357	250.910	169	sì
227	PST085_trad	322.803	323.473	226	aspetta
240	PST092_trad	334.080	337.440	239	immaginati due ore in piedi così muore la signora @ecaterina
253	PST092_trad	351.500	352.670	252	eh ragazza
354	PST092_trad	497.130	497.900	353	accidenti
357	PST092_trad	498.600	499.370	356	accidenti
379	PST092_trad	526.208	527.778	378	quindi tu dici la signora @ecaterina così?
388	PST092_trad	535.080	536.910	387	eh se si sposta con la sedia
459	PST087_trad	657.400	659.990	458	quindi non è tanto da inquadrare @ilaria ma più la signora @ecaterina
521	PST087_trad	780.095	784.470	520	e poi man mano che la signora @ecaterina inizia a parlare inquadriamo solo su di lei
628	PST085_trad	926.310	929.420	627	ancora lavora ancora lavora con
630	PST092_trad	926.320	928.640	629	chie~ chiedo alla signora @ecaterina
634	PST085_trad	930.910	933.570	633	devo venire a stare dalle nove fino alle sei devo stare qui
637	PST092_trad	933.570	934.110	636	perché?
641	PST085_trad	934.730	938.089	640	perché alle nove volevo fare matematica con la signora @ecaterina
645	PST085_trad	940.790	942.500	644	perché le ho detto dalle cinque di oggi
650	PST085_trad	943.440	944.020	649	perchè
652	PST086_trad	944.040	947.810	651	eh sapevo che dovrebbe essere intervistata la signora @ecaterina
671	PST203_trad	962.380	964.966	670	questa qua prende la signora @ecaterina
749	PST092_trad	1055.780	1057.400	748	di fare le domande alla signora @ecaterina
768	PST203_trad	1080.995	1083.374	767	ah bisogna dire signora @ecaterina
773	PST092_trad	1092.802	1093.882	772	è da dire alla signora @ecaterina
825	PST092_trad	1173.800	1179.000	824	no se è se no però cioè la signora @ecaterina ci uccide
880	PST092_trad	1322.780	1324.040	879	oh mio dio
888	PST092_trad	1331.360	1333.210	887	il principe di dubai come va con il principe di dubai
890	PST085_trad	1333.400	1335.410	889	principe di dubai guarda qua mi sta
923	PST085_trad	1384.690	1386.820	922	caspita sembra che sei scappata di casa
927	PST085_trad	1390.570	1392.240	926	scappata di casa sembri
933	PST092_trad	1399.805	1402.695	932	io ho detto alla signora @ecaterina che noi siamo a posto quando finisce di a
942	PST092_trad	1411.080	1415.945	941	ah okay no no galleria è off limits ma tanto serve la password per la galleria
953	PST085_trad	1430.550	1432.020	952	non giocare più a calcio
989	PST085_trad	1512.190	1513.290	988	mamma mia
1007	PST085_trad	1542.190	1542.480	1006	sì
