tu_id	speaker	start	end	parent_tu_id	text
128	PTS107_trad	214.653	217.266	127	mi rifugio in dio contro satana il lapidato
153	PTS107_trad	257.370	260.170	152	
255	PST108_trad	441.160	441.730	254	non riusciresti, non riusciresti
447	PST108_trad	778.387	778.870	446	un po'
457	PST217_trad	791.813	795.293	456	no (eh) so solo eh #grazie
466	PTS107_trad	800.301	801.679	465	pane
468	PST217_trad	802.200	802.800	467	pane
470	PTS107_trad	802.801	803.567	469	pane
478	PTS107_trad	809.373	810.536	477	dormire
483	PST108_trad	814.893	816.893	482	sera, buona sera (layla vuol dire sera e notte)
540	PTS107_trad	900.973	902.280	538	fare solo pane
542	PTS107_trad	902.720	903.427	541	pane
544	PTS107_trad	903.427	906.455	543	pane
547	PST108_trad	907.733	908.333	546	pane
549	PTS107_trad	908.360	909.187	548	pane
552	PST217_trad	909.187	909.960	551	pane
559	PST108_trad	914.653	916.110	558	sì è diverso pane
561	PTS107_trad	916.122	917.067	560	pane
570	PST217_trad	924.212	926.559	569	e per cosa è importante eh pane?
575	PTS107_trad	928.467	929.853	573	berbari pane
709	PST108_trad	1106.227	1106.707	708	come stai?
711	PTS107_trad	1107.973	1112.340	710	come va? tutto a posto? stai bene? tutto bene? dio ti protegga
713	PTS107_trad	1112.620	1113.900	712	funziona bene adesso la macinatrice?
715	??_trad	1114.160	1115.070	714	e guarda che ci abbiamo macinato la mattina
717	PTS107_trad	1115.080	1117.280	716	la abbiamo tirata fuori di nuovo, abbiamo provato a rimediarla ma niente
719	??_trad	1117.360	1119.760	718	niente, deve avere un difetto nel, nel, nel
721	PTS107_trad	1119.710	1120.740	720	perché no, perché ho venduto
724	PTS107_trad	1121.890	1123.020	723	ne ho venduto a goccia
726	PTS107_trad	1123.030	1123.810	725	hai capito cosa intendo
728	PTS107_trad	1123.830	1125.220	727	non c'è nessuno che possa sistemarla
730	??_trad	1125.230	1126.250	729	ma è proprio questo il problema
732	PTS107_trad	1126.010	1128.810	731	eh già, è proprio quello che ti sto dicendo, è questo che mi ha preoccupato
734	??_trad	1128.890	1131.080	733	io ad esempio ti dico ci ho macinato solo meta del sfouf (sfouf è un piatto tipico marocchino)
736	PTS107_trad	1131.430	1132.560	735	si diciamo così
738	??_trad	1131.850	1133.000	737	giuro xx
740	PTS107_trad	1132.880	1134.780	739	ho capito cosa hai detto, hai detto la prima macinata
742	??_trad	1134.980	1136.760	741	ti giuro che non ha finito la macina del xx
745	??_trad	1137.090	1138.690	744	ma avevo la bilancia stavo misurando
747	PTS107_trad	1138.720	1139.640	746	"gloria a Dio immenso (sta usando questa frase come per dire in italiano ""incredibile"")"
749	??_trad	1139.100	1141.870	748	io conosco quel fatto che se aggiungi il dosaggio xx
751	PTS107_trad	1141.430	1143.550	750	eh sì, poi la carichi troppo
753	??_trad	1141.910	1142.950	752	la macchina (intende la macinatrice)
755	??_trad	1143.570	1145.580	754	e avevo pure la bilancia accanto a me e stavo pesando
757	PTS107_trad	1145.460	1146.080	756	stavi pesando si
759	??_trad	1146.110	1146.560	758	si è bloccata/inceppata
761	??_trad	1146.800	1148.000	760	appena ho iniziato
763	??_trad	1148.260	1150.320	762	ma quel mattino xx
765	PTS107_trad	1148.450	1150.040	764	gloria a dio l'immenso, non era destino per te
767	??_trad	1150.380	1152.440	766	guarda che cinquanta euro dei settanta se ne sono andati dello sfūf (piatto tipico marocchino)
769	PTS107_trad	1152.280	1154.160	768	me lo hai detto, hai detto che hai lasciato tutto
771	??_trad	1154.040	1158.550	770	e ora come faccio? si sono spesi degli euro, è un casino. L'ho messa nel forno, l'ho tostata, l'ho tirata fuori
773	PTS107_trad	1158.430	1160.500	772	e poi proprio il primo giorno di ramadan e hai xx
775	??_trad	1160.820	1161.380	774	e ho pure i bambini
778	PST108_trad	1161.940	1162.730	777	che sfortuna che hai
782	PTS107_trad	1163.870	1164.870	781	non lasciare mai
785	PTS107_trad	1165.270	1167.720	784	non lasciare mai nulla all'ultimo minuto
787	PTS107_trad	1167.860	1169.260	786	preparati sempre due giorni o una settimana prima
790	PTS107_trad	1170.180	1171.040	789	ho capito, ho capito
792	??_trad	1170.960	1171.960	791	è questo il problema
794	PTS107_trad	1171.520	1172.220	793	è un po' dura
797	??_trad	1173.580	1174.260	796	sempre xx
799	??_trad	1174.400	1178.330	798	è tutto sottosopra, fuori, xx, a casa, xx, tutto, tutto
801	PTS107_trad	1176.570	1177.880	800	ho capito, ho capito. buon giorno, la pace di dio sia con te
803	PTS107_trad	1178.290	1178.800	802	tutto
805	??_trad	1178.920	1179.200	804	tutto
807	PST108_trad	1179.240	1179.930	806	non è facile
810	??_trad	1180.320	1181.060	809	e che dobbiamo fare?
812	PTS107_trad	1181.000	1181.570	811	è tutto buono
814	PTS107_trad	1182.990	1184.330	813	eccola, è venuta per fati compagna
817	PTS107_trad	1186.770	1187.810	816	lei è la moglie di @amir
819	??_trad	1188.490	1189.570	818	ah @amir
821	PTS107_trad	1189.570	1190.400	820	baciala e abbracciala
823	??_trad	1190.390	1191.820	822	ai tempi di sua madre (idioma che si dice per onorare la tradizione, probabilmente usato qui in modo ironico anche)
826	PST108_trad	1191.920	1192.390	825	eh già
828	??_trad	1192.510	1193.240	827	bevi?
833	PTS107_trad	1195.140	1196.770	832	stiamo scherzando, niente di che
835	??_trad	1197.300	1198.490	834	lui xx c'è
838	??_trad	1198.600	1201.280	837	hai mezzo chilo che devo tagliare
841	PST108_trad	1201.870	1203.540	840	eccolo lo messo qui per te xx
843	??_trad	1203.500	1204.700	842	tutti che ci guardano
845	PST108_trad	1205.610	1206.240	844	asta così
847	??_trad	1206.280	1207.830	846	fino a quando è tagliato a pezzetti per la gente in nome di dio
849	PTS107_trad	1206.300	1207.520	848	xx niente
856	??_trad	1214.590	1215.830	855	lo so succede, oddio
858	??_trad	1216.200	1217.090	857	guarda sono cinque euro
860	PTS107_trad	1216.780	1217.190	859	no, davvero
864	PTS107_trad	1218.180	1219.390	863	ma no, quanto è che viene a costare?
867	??_trad	1219.830	1221.980	866	xx ma tu glielo andrai a dire? xx
869	PTS107_trad	1219.940	1221.280	868	sarà fino a quando candrà giù
871	?_trad	1221.690	1222.680	870	in questa situazione sai cosa bisogna fare
873	??_trad	1223.390	1224.410	872	forza svelami il trucco
876	PST108_trad	1226.680	1227.620	875	davvero non è così
878	??_trad	1227.380	1228.190	877	guarda che sei tu che ci perdi
880	PTS107_trad	1228.680	1229.690	879	ma che dici che ci perdo
882	??_trad	1229.590	1231.660	881	ti verrà fuori un difetto o ci perdi sul giorno o ci perdi
884	PTS107_trad	1231.500	1232.400	883	adesso, ah!
886	??_trad	1231.660	1232.640	885	
888	PTS107_trad	1232.450	1234.170	887	adesso se ci perdi è finita
890	PST108_trad	1234.150	1234.790	889	quella è piena
892	PTS107_trad	1234.460	1235.880	891	sorella, non la rendo?
894	PTS107_trad	1235.980	1237.160	893	rinuncio alla mia parte?
896	??_trad	1236.800	1240.540	895	sì ma xx vuoi farlo ma alla fine cosa ne viene fuori?
898	PTS107_trad	1237.700	1239.190	897	è un azione giusta, ti spetta per diritto
900	PTS107_trad	1239.460	1240.340	899	no, ti spetta per diritto
902	PTS107_trad	1240.800	1243.400	901	però quando siamo andati  la prima volta che ci è successo, quanto era che mi hai detto fratello?
906	PTS107_trad	1244.320	1245.510	905	no, no xx
908	??_trad	1245.310	1247.260	907	ci risiamo sono diventate come di pelle
911	??_trad	1247.370	1248.530	910	le mandorle son diventate dure
914	??_trad	1250.190	1253.550	913	appena xx
918	????_trad	1253.800	1255.920	917	E' destinato a quelli, credo
920	PTS107_trad	1254.310	1255.330	919	le ha detto xx
922	????_trad	1256.650	1257.810	921	bene, grazie a dio
924	??_trad	1257.610	1260.030	923	stai bene? tutto bene?
927	PST108_trad	1288.950	1290.320	926	va bene, che dio ti perservi
929	??_trad	1290.340	1290.820	928	parla
931	PST108_trad	1290.830	1291.610	930	goditelo in salute
933	PTS107_trad	1292.620	1293.800	932	E questa come la trattiamo?
935	??_trad	1293.930	1296.080	934	Nel pieno del mattino andiamo xx
937	PST108_trad	1296.340	1298.440	936	xx presero con loro
