tu_id	speaker	start	end	parent_tu_id	text
1	PST209_trad	0.000	5.343	0	italiano però se non riesce a rispondere in italiano va bene anche in spagnolo okay?
3	PST066_trad	6.117	10.510	2	solo che la gente viene qui a volte ti interromperò cosa fai
8	PST066_trad	16.711	19.866	7	è finita giovane c'è solo quella piccola da mezzo litro
10	PST066_trad	21.743	25.068	9	secondo frigorifero etichetta azzurra naturale
13	??_trad	29.094	32.411	12	guarda c'è bianca rossa e blu
15	PST066_trad	34.012	37.271	14	ma di che si tratta, di domande sull'america latina?
17	PST209_trad	37.271	39.325	16	sì sull'indipendenza
19	PST063_trad	38.417	40.265	18	sì in generale
23	PST063_trad	40.462	47.612	22	sulla festa come la festeggiamo nel nostro paese e come la festeggiano a torino
26	PST066_trad	48.136	50.088	25	eh due euro ragazzo
30	PST066_trad	57.364	59.445	29	ditemi in fretta ragazzi
34	PST209_trad	60.636	64.506	33	ah da dove cominciamo eh come ti come ti chiami
51	PST066_trad	107.375	113.192	50	indescrivibile è la mia terra è parte della mia vita
54	PST066_trad	126.236	129.289	53	cerchiamo di diffondere il nostro folclore
56	PST063_trad	130.730	133.037	55	c'è qualcosa che ti xx del perù
58	PST066_trad	134.482	137.576	57	eh in realtà sì
61	PST066_trad	155.991	164.892	60	e infatti io tre anni fa ho aperto un negozio con la vendita dei prodotti peruviani proprio per quello
63	PST066_trad	165.626	177.139	62	e poi mia figlia è nata qua ho una figlia diciannove anni e lei da piccola voleva ballare le nostre il nostro folclore
73	PST209_trad	222.254	226.338	72	come si festeggia l'indipendenza in perù e come si festeggia qua a torino?
75	PST066_trad	227.457	239.589	74	in perù festeggiamo con grande spirito di comunità è una data proprio che aspettiamo cioè è un punto di incontro
82	PST066_trad	271.211	283.518	81	faranno due giorni con attività per i bambini il nostro ballo tradizionale gastronomia peruviana e i ragazzi faranno il calcetto che si fa in perù
89	PST209_trad	317.509	318.094	88	la storia
