tu_id	speaker	start	end	parent_tu_id	text
1	PST119_trad	4.720	8.550	0	dai stasera mangiamo uova all'occhio di bue con
3	PST120_trad	8.600	9.390	2	formaggio
5	PST119_trad	9.400	10.450	4	porro?
7	PST119_trad	10.950	12.340	6	che altro hai messo qui?
9	PST120_trad	12.875	13.965	8	formaggio
11	PST119_trad	13.975	16.105	10	sì hai messo il formaggio non è vero
13	PST119_trad	19.590	21.920	12	aspetta che te lo passo io passami anche a me una
15	PST119_trad	21.950	23.100	14	antonio tu mangi
18	PST120_trad	24.700	27.490	17	come parlava romeno
20	PST119_trad	27.490	28.840	19	lui sì lui no
22	PST119_trad	29.405	31.215	21	no antonio non lo parla
28	PST119_trad	37.620	40.320	27	dovevi mettere un po' di prosciutto sopra
33	PST120_trad	44.770	45.710	32	vogliamo iniziare?
35	??_trad	45.740	46.240	34	si
37	PST120_trad	47.815	48.750	36	padre nostro
39	PST119_trad	51.540	52.500	38	finiscila
41	PST119_trad	55.990	57.680	40	e se lui ti chiede (traduci quello)
43	PST120_trad	57.700	59.620	42	ehm ringraziamo il
45	PST118_trad	59.140	61.450	44	ha detto che non conta chi chi xx
49	PST119_trad	64.450	65.530	48	tu hai mangiato?
52	PST119_trad	76.360	77.220	51	vuoi qualcos'altro?
54	PST120_trad	77.225	79.525	53	questa sera hai un po bruciato questo (xxx)
56	PST119_trad	80.640	81.840	55	l'hai fatto tu non io
58	PST120_trad	81.700	84.250	57	ogni volta che ti faccio fare a te da mangiare
60	PST120_trad	85.030	86.780	59	fai solo cazzate
63	PST120_trad	88.790	91.420	62	io ti ho detto di stare là a guardare cosi
65	PST120_trad	91.530	96.240	64	a volte impari ora come mangio questa cipolla fritta
67	PST119_trad	96.390	97.060	66	non mangiare
69	PST118_trad	97.080	98.660	68	ma non c-ă il sughetto
72	PST120_trad	99.590	102.030	71	neanche il sughetto hai lasciato che si asciughi del tutto
74	PST120_trad	103.470	105.580	73	non farai più d'ora in poi non farai più tu da mangiare
78	PST119_trad	115.810	116.530	77	bevi qualcosa?
80	PST118_trad	117.620	118.065	79	no
82	PST119_trad	119.620	123.430	81	se hai fame fatti ancora dei
90	PST120_trad	133.865	137.085	89	ho messo troppo poco sugo
92	PST119_trad	137.420	138.720	91	e si è bruciato
94	PST120_trad	138.770	140.260	93	e mi è scappato di mano quel (xxx)
98	PST119_trad	144.020	144.870	97	lasciala un po'
100	PST119_trad	146.210	146.950	99	è cosi
102	PST120_trad	149.090	150.210	101	malox per questa sera
108	PST119_trad	160.570	164.310	107	io domani mattina
110	PST120_trad	160.580	163.800	109	ehm tu il tuo amico
112	PST119_trad	164.380	166.361	111	se dormo lasciami dormire va bene ?
115	PST120_trad	166.480	167.200	114	non massimo
117	PST120_trad	167.765	168.715	116	questo
121	PST120_trad	171.695	175.200	120	come si permette a mandarmi messaggi sul tuo telefono scusami
124	PST120_trad	176.377	178.590	123	ti ha preso il telefono dalle mani e tu gliel'hai dato
126	PST118_trad	177.917	178.567	125	si
128	PST119_trad	180.810	182.010	127	sì ma io
130	PST119_trad	182.255	183.195	129	che ha scritto
132	PST118_trad	183.300	187.690	131	mi ha fatto un messaggio vocale ha detto che
135	PST120_trad	188.450	190.030	134	che lei voleva venire a casa
137	PST118_trad	190.060	190.580	136	si
139	PST119_trad	191.515	192.290	138	che lui non lo lascia
142	PST119_trad	194.835	196.325	141	ha preso la sua macchina?
145	PST119_trad	197.320	197.840	144	di robi
149	PST119_trad	204.750	206.350	148	ma rob è ora
151	PST119_trad	206.745	208.670	150	ha la sessione di esami o cosa
154	PST118_trad	210.090	211.190	153	verso
156	PST118_trad	211.505	212.185	155	giugno
158	PST119_trad	212.260	213.630	157	fino a giugno non ha nessun esame?
160	PST118_trad	213.700	214.050	159	no
165	PST118_trad	218.670	222.280	164	mh no no no non credo
169	PST119_trad	227.190	229.920	168	come massimo praticamente no non hanno la stessa
171	PST118_trad	230.610	234.150	170	si si adesso ho delle lezioni
173	PST119_trad	234.835	235.595	172	separate
175	PST118_trad	235.590	236.049	174	si
177	PST119_trad	236.865	238.405	176	hanno lo stesso profilo?
179	PST118_trad	238.850	239.030	178	no
181	PST119_trad	239.035	239.905	180	indirizz~ ah no?
185	PST118_trad	243.120	246.080	184	si fanno ingegneria ma robi fa
192	PST120_trad	254.915	255.515	191	fa?
205	PST120_trad	278.020	279.590	204	parla romeno
207	PST119_trad	283.336	284.950	206	lo mettiamo da parte
210	PST119_trad	290.310	292.490	209	speriamo che
213	PST119_trad	298.650	301.300	212	secondo me anche la tua giacca non la indossi più da ora
217	PST119_trad	306.140	309.210	216	a parte la giacca di jeans hai qualcos'altro?
220	PST119_trad	309.787	310.410	219	no neanche io
222	PST119_trad	313.050	314.910	221	quella giacca xx
227	PST119_trad	330.810	331.560	226	non ti piace
229	PST118_trad	331.570	331.840	228	no
231	PST119_trad	333.110	334.080	230	perché?
234	PST119_trad	335.990	337.870	233	è rimasto troppo sodo
236	PST120_trad	337.890	338.525	235	è forte?
