tu_id	speaker	start	end	parent_tu_id	text
36	PST061_trad	50.010	51.511	35	mi rilasso anche un po' per pensare
47	PST061_trad	61.699	67.781	46	sì io andato però solo andata e ritorno con la macchina e siamo ritornati lo stesso giorno
71	PST061_trad	100.638	103.150	70	solo che bisogna prenotare con anticipo no?
83	PST061_trad	114.196	116.262	82	cosa ti volevo dire un'altra cosa
100	PST061_trad	141.000	142.576	99	con tutti i peruviani quasi peruviani
114	PST061_trad	167.417	170.890	113	ci sono i turisti che arrivano tranquilli
120	PST061_trad	175.623	178.671	119	prima questo come si chiama tour no?
160	PST061_trad	242.536	249.368	159	no ma io sto dicendo una partita amichevole no a mosca ero già andato però
171	PST061_trad	256.942	258.456	170	perché il peru si era già qualificato
176	PST061_trad	264.381	267.765	175	ed è venuto in europa solo per fare una partita amichevole
188	PST061_trad	279.409	280.639	187	tutto intorno
207	PST061_trad	305.166	309.483	206	sì e come si chiama mio nipote che è venuto a cantare xx?
242	PST061_trad	358.573	361.245	241	si viene qualcuno e interrompe come facciamo
319	PST061_trad	496.774	501.979	318	cioè dovevo assisterlo come badante no fare tutto la pulizia tuttu no?
332	PST061_trad	523.256	524.549	331	è una cosa che mi piace
430	PST061_trad	742.386	747.217	429	eravamo solo operai di piscicultura solo tecnici nient'altro
469	PST061_trad	804.104	806.058	468	ha detto guarda vuole venderlo
471	PST061_trad	806.431	809.720	470	va bene per il pane per il pane dice no? va bene va bene
475	PST061_trad	812.614	813.897	474	l'ho trasformato in un business
504	PST061_trad	863.190	867.897	503	si avessi una casa fuori in collina diciamo sulle montagne fuori no?
506	PST061_trad	868.392	869.957	505	come si dice una casa in campagna no?
645	PST061_trad	1120.400	1122.502	644	quindi interrompete no?
649	PST061_trad	1142.600	1147.745	648	credo che debba, quando esce la signora xxx chiudi la porta
659	PST061_trad	1183.437	1186.031	658	sarebbe sessanta
677	PST061_trad	1227.487	1232.375	676	facciamo un video con telecamera nascosta di dice in spagnolo
681	PST061_trad	1232.461	1234.305	680	come si dice video qui?
685	PST061_trad	1236.030	1238.880	684	nascosta, succede qualcosa di improvviso
725	PST061_trad	1298.900	1304.016	724	cioè ritornare e diciamo per rimanere lì no credo tanto
740	PST061_trad	1330.246	1333.851	739	però non c'è un legame per rimanere là
742	PST061_trad	1334.087	1334.873	741	per fare un viaggio sì
744	PST061_trad	1335.767	1338.960	743	però eh rimanere di là è un poco difficile credo
751	PST061_trad	1349.050	1350.235	750	quattro verso i cinque
773	PST061_trad	1381.208	1384.223	772	però quando siamo fra adulti parliamo spagnolo
820	PST061_trad	1468.286	1473.230	819	invece quando ero in perù lo parlavo più
825	PST061_trad	1482.437	1483.331	824	cioè fra di noi no?
887	PST061_trad	1623.382	1627.087	886	è come se fosse mia cugina perché è sempre con la famiglia
892	PST061_trad	1630.541	1631.310	891	tua mamma come si chiama?
992	PST061_trad	1833.014	1837.821	991	nel centro di lima la capitale c'è la parata militare no?
996	PST061_trad	1841.113	1842.474	995	è una parata militare si dice no?
1006	PST061_trad	1854.159	1855.734	1005	ognuno lo fa per conto suo no?
1023	PST061_trad	1875.045	1877.337	1022	bussano alla porta
1026	PST061_trad	1878.139	1878.945	1025	bussano alla porta
1069	PST061_trad	1984.026	1985.407	1068	due anni fa l'hanno fatto
1139	PST061_trad	2119.049	2122.304	1138	lo vestiamo con tutta la roba che non ti serviva
1210	PST061_trad	2234.578	2239.143	1209	a me sarebbe piaciuto imparare il quechua però in perù un poco sai
1322	PST062_trad	2455.241	2461.717	1321	e lì ehm la mia famiglia che sta là in perù ci va ogni anno per festeggiare le feste nazionali
1441	PST061_trad	2722.762	2724.047	1440	ringraziare anche no?
1443	PST061_trad	2724.138	2727.020	1442	ringraziare dio che siamo qua
1446	PST061_trad	2729.423	2732.049	1445	no? mi ha dato un'opportunità di proseguire la vita
1448	PST061_trad	2732.083	2734.219	1447	di andare avanti
1450	PST061_trad	2735.042	2736.989	1449	ringraziare che ho una famiglia qui
1460	PST061_trad	2748.196	2750.898	1459	e sempre cerco di ringraziare
1462	PST061_trad	2750.942	2751.962	1461	ringraziare no?
1468	PST061_trad	2760.025	2761.298	1467	di quello che ringrazio tanto
