tu_id	speaker	start	end	parent_tu_id	text
162	PST144_trad	350.220	351.387	161	eh il mio fidanzato
164	PST222_trad	351.920	352.570	163	il tuo fidanzato
348	??_trad	619.628	620.377	347	che la pace sia con voi
353	PST222_trad	623.730	624.571	352	parli dialetto marocchino?
355	??_trad	624.757	625.243	354	un po'
357	PST222_trad	625.707	626.370	356	un po', un po'
359	??_trad	626.389	626.883	358	un po'
543	PST144_trad	1006.585	1012.331	542	noi quando eravamo piccoli per imparare il dialetto marocchino...
717	PST144_trad	1359.690	1367.761	716	e dei libri invece perché facevamo due perché andavamo per quattro ore quindi due ore le facevamo di grammatica e due ore invece le facevamo di educazione islamica
1234	PST144_trad	2470.139	2477.062	1233	ma a me manca poprio l'atmosfera / ambiente che proprio si crea, cioè capito, è tutta un'altra storia
1365	PST222_trad	2779.657	2780.855	1364	sai la parola, la gente
1368	PST222_trad	2781.439	2783.100	1367	okay, la gente viene da questa parola
1410	PST222_trad	2856.711	2857.880	1409	e 'anis
1413	PST222_trad	2859.062	2860.257	1412	e persona piacevole
1424	PST222_trad	2878.439	2880.270	1423	(nome di un capitolo del corano)
1473	PST144_trad	2972.504	2975.092	1472	si dice l'intenzione e la mancanza dell'intenzione non si incontreranno mai
1475	PST144_trad	2975.581	2976.491	1474	intenzione
1478	PST144_trad	2977.400	2978.231	1477	intenzione
1480	PST222_trad	2978.231	2979.104	1479	uhm intenzione
1482	PST144_trad	2979.128	2980.348	1481	e la mancanza dell'intenzione
1485	PST144_trad	2981.296	2982.581	1484	non si incontreranno mai
1489	PST144_trad	2984.994	2986.244	1488	sai cos'è l'intenzione, no?
1491	PST222_trad	2986.244	2986.907	1490	l'intenzione?
1494	PST144_trad	2987.273	2989.263	1493	l'intenzione quindi, sì l'intenzione
1497	PST144_trad	2994.593	2995.683	1496	e l'intenzione
1512	PST144_trad	3029.036	3031.028	1511	e la mancanza dell'intenzione
1523	PST144_trad	3060.477	3063.932	1522	io mi ricordo semplicemente di questo che l'intenzione e la mancanza dell'intenzione non si incontreranno mai
1529	PST222_trad	3071.957	3074.957	1528	diminuisci l'intenzione in eh arabo, in egiziano
1532	PST222_trad	3075.113	3076.381	1531	si chiama diminuisci il tuo atteggiamento
1534	PST144_trad	3076.425	3077.401	1533	diminuire l'atteggiamento
1558	PST144_trad	3119.231	3126.062	1557	invece l'intenzione è diverso da noi, l'intenzione è l'intenzione okay, l'intenzione puoi anche essere una brava persona e avere morale / princìpi.
1570	PST144_trad	3142.101	3145.218	1569	per me la mancanza dell'intenzione anche solamente verso una persona
1572	PST144_trad	3145.529	3148.744	1571	se mi metto a sparlare di quella persona, per me quella è mancanza d'intenzione
1593	PST144_trad	3178.868	3179.893	1592	sì, ingannano
1595	PST222_trad	3179.438	3180.296	1594	ingannatori
1597	PST144_trad	3180.296	3180.925	1596	ingannatori
1608	PST144_trad	3196.749	3198.614	1607	sì invece giocatori è più
1611	PST144_trad	3200.828	3204.230	1610	"""quello che fai ti ritorna indietro"" quindi chi lo fa chi è proprio mh"
1630	PST222_trad	3238.257	3240.220	1629	quindi il giocatore gioca
1660	PST222_trad	3307.542	3311.373	1659	per esempio questa parola, rapporto alto di amicizia, perché è nuova frasca, molto fresca: due giorni fa
