tu_id	speaker	start	end	parent_tu_id	text
41	PST087_trad	72.460	74.830	40	eh sì ma quello lì è tipo quello che fa la signora @ecaterina
43	PST087_trad	74.990	77.560	42	cioè quando parla la signora @ecaterina magari lei si muove
49	PST087_trad	85.012	90.092	48	sai cosa sarebbe fico eh esatto perché poi il tour la signora @ecaterina parla poi tipo
103	PST092_trad	199.290	200.520	101	ciao ciao pazza
166	PST087_trad	330.550	335.592	165	sì questo questo però è un problema perché se noi facciamo questo in sala dei nonni
168	PST092_trad	335.628	337.557	167	la mamma di @anita la farà in sala dei nonni
174	????_trad	348.018	349.053	173	buongiorno eh
178	PST092_trad	356.480	358.570	177	salve salve
193	PST092_trad	402.477	403.663	192	in sala dei nonni
252	PST092_trad	566.265	570.009	251	se no prendiamo solamente la signora georgeta che appunto presenta lì in fondo
261	PST092_trad	589.167	593.885	260	qua l'armadio con le robe poi qua c'è la signora @georgeta seduta e qui luce passa
277	PST092_trad	622.088	625.340	276	c'è la signora @georgeta eh xx non si vede la signora @georgeta
280	PST092_trad	626.100	631.740	279	se no facevi due sul divano (.) no sì due sul divano due due due due e la signora @georgeta
284	PST092_trad	633.960	636.520	283	alla signora @ec alla signora @georgeta facciamo fare un'altra cosa
286	PST092_trad	637.630	642.960	285	loro fanno le xx xxx e la signora @georgeta si mette nella xx al xxito
293	PST092_trad	650.186	652.469	292	la signora @georgeta che cuce al telaio
295	PST092_trad	652.790	658.520	294	la signora @georgeta
298	PST092_trad	659.780	667.250	297	la mettiamo in mezzo così in primo piano abbiamo la signora @goergeta che cuce quattro persone che fanno le uova e le altre due che fanno le cose
401	PST092_trad	929.327	931.036	400	però dobbiamo chiedere alla signora @ecaterina
408	PST092_trad	942.073	943.964	407	proviamo xx alla signora @ecaterina chiediamo se si può fare
