tu_id	speaker	start	end	parent_tu_id	text
109	PST161_trad	266.865	269.985	108	bevilo velocemente così finisci subito, (qui non ce n'è)
118	PST161_trad	276.690	278.360	117	basta adesso xx
122	PST161_trad	278.620	279.050	121	basta
156	PST161_trad	342.490	345.883	155	è una qualifica come le oss che anche ti danno la qualifica
210	PST161_trad	468.745	472.095	209	per lo stage è un po' complicato perché gli orari sono su turni
252	PST160_trad	528.990	537.556	251	ho bisogno di imparare di più l'italiano cioè la grammatica o a parlare perché mi mancano tante cose
274	PST161_trad	558.250	560.500	273	oddio pensavo che fosse la buccia
346	PST161_trad	668.720	669.680	344	sì te lo farà fare
349	PST162_trad	671.560	679.740	348	sì il fatto che è non c'è nessuno con cui può stare la nonna durante il giorno è per questo che lui che non c'è modo di
353	PST162_trad	680.300	682.350	352	però alla sera sì
500	PST160_trad	981.620	988.969	499	io ho un po' di paura di cosa rispondo forse sbaglio a rispondere alla domanda o a quello che mi sta dicendo
505	PST160_trad	991.375	992.585	504	questo mi dice
507	PST160_trad	993.100	997.773	506	questo mi dice mia figlia dice quello che sbagli lo imparerai mi dice
519	PST160_trad	1013.320	1015.910	518	anche io, sì, no
538	PST161_trad	1060.710	1066.833	537	ma prenditi un po' di tempo (sto dicendo) non è che per sia stato molto difficile veramente perché
541	PST161_trad	1066.927	1071.916	540	a volte qualcuno ti insulta o ti tratta male e noi non capiamo
634	PST162_trad	1228.493	1229.485	633	vedrò
636	PST160_trad	1230.020	1231.440	635	parla con il tuo capo
639	PST160_trad	1232.840	1235.570	638	per la sera
641	PST162_trad	1233.873	1236.873	640	per la sera per la sera perché lui
645	PST161_trad	1238.375	1241.267	644	ma non puoi metterlo alle sette o otto
649	PST161_trad	1242.400	1243.810	648	no no lo metti presto
651	PST161_trad	1243.907	1244.553	650	quindi
653	PST161_trad	1244.973	1247.562	652	ti potrebbe fare una xx un po' più presto
655	PST160_trad	1246.730	1249.946	654	sì puoi anche metterlo a letto più presto
657	PST161_trad	1248.160	1249.980	656	sì xx alle sei
659	PST162_trad	1249.980	1251.531	658	alle sei è possibile?
661	PST160_trad	1251.531	1255.230	660	anche con xx può no?
667	PST160_trad	1258.910	1260.920	666	cerca di organizzarti (perché studiare
670	PST160_trad	1261.180	1264.210	669	perché ne avrai bisogno subito per il documento
854	PST160_trad	1627.170	1631.310	853	no solo che avevo già trovato il cpia de piossasco
973	PST161_trad	1911.253	1913.040	972	tuo marito no xx fuori
976	PST161_trad	1915.140	1916.107	975	vai là
978	PST161_trad	1918.372	1920.020	977	@lucia già sono andati di là
997	PST160_trad	1961.695	1969.977	996	e la maestra le dice che è necessario che lo faccia il corso per la cittadinanza le ha detto di sì
1109	PST162_trad	2176.129	2177.949	1108	no la metro non arriva
1152	PST160_trad	2277.520	2280.610	1151	si è iscritto l'anno scorso e finisce adesso
1157	PST162_trad	2287.175	2288.772	1156	quando iniziano a studiare
