tu_id	speaker	start	end	parent_tu_id	text
148	PST145_trad	287.930	296.719	147	mi ricordo cioè ce l'ho in mente quando mi sono trasferita quando ho dovuto imparare una nuova lingua grazie a dio sono riuscita a impararla sin da subito
177	PST145_trad	361.430	365.160	176	e io lì ho capito che questo okay significa disegno io disegno
231	PST222_trad	485.110	485.781	230	auguri
233	PST145_trad	485.781	486.451	232	grazie
293	PST222_trad	608.975	610.398	292	più impari
296	PST222_trad	611.123	612.648	295	eh più scopri di essere ignorante
349	PST145_trad	715.753	717.264	348	piano piano piano piano
366	PST145_trad	755.386	758.119	365	se allah se allah vuole, come diciamo noi
389	PST145_trad	806.286	808.642	388	come in egitto anche in marocco fanno così
570	PST145_trad	1217.898	1220.742	569	io vado mi siedo e che dio me la scampi
572	PST222_trad	1221.198	1225.120	571	sì ma che dio me la scampi sì però, io mi fido tanto
599	PST145_trad	1274.720	1276.487	598	Con un modo solare sì
602	PST222_trad	1276.609	1277.820	601	eh se dio vuole
605	PST222_trad	1281.487	1284.698	603	se dio vuole xx xx
608	PST222_trad	1284.710	1285.440	607	xx
625	PST145_trad	1317.053	1320.098	624	io se dio vuole che lo passo se no no
636	PST145_trad	1339.938	1340.827	635	grazie a dio
638	PST222_trad	1341.219	1341.997	637	grazie a dio
743	PST145_trad	1574.498	1575.725	742	quello che dio ha voluto
802	PST145_trad	1712.253	1713.964	801	è quello dove si mette pentola
811	PST145_trad	1727.542	1730.988	810	il che significa pulisci dove metto le pentole
927	PST145_trad	1908.109	1909.401	926	quello è il meglio
929	PST145_trad	1909.664	1911.387	928	sicuro è il meglio xx
1166	PST145_trad	2359.776	2361.253	1165	soldi soldi
1178	PST222_trad	2379.776	2380.642	1177	sì meschino sì
1180	PST145_trad	2380.376	2381.048	1179	meschino
1188	PST145_trad	2390.013	2392.024	1187	beh è datt~ venditore di datteri
1191	PST145_trad	2393.239	2394.087	1190	venditore di datteri
1195	PST145_trad	2395.286	2399.098	1194	eh però in arabo è venditore di datteri vabbè è ca~
1205	PST222_trad	2410.186	2410.930	1204	tamarro
1220	PST222_trad	2425.486	2426.475	1219	tamarro
1222	PST145_trad	2426.475	2427.151	1221	tamarro
1226	PST222_trad	2428.708	2430.095	1225	tamarro, tamarra
1230	PST146_trad	2434.230	2434.851	1229	uva secca
1232	PST145_trad	2434.851	2436.559	1231	uva secca, uva secca
1234	PST222_trad	2436.559	2437.647	1233	uva secca si
1262	PST146_trad	2475.820	2476.420	1261	uva secca
1270	PST222_trad	2481.164	2482.097	1269	si uva secca
1274	PST146_trad	2484.774	2486.640	1273	si in sicilia zibibbū sì
1276	PST222_trad	2486.429	2487.640	1275	si chiama (zibibu: uva secca)
1278	PST222_trad	2487.640	2488.929	1277	si chiama (zibibbu o zibibbo: uva secca)
1281	PST145_trad	2488.929	2489.915	1280	uva secca
1282	PST146_trad	2488.929	2489.915	1279	uva secca
1284	PST222_trad	2490.170	2491.026	1283	zibibbu o zibibbo
1286	PST146_trad	2490.222	2492.122	1285	in dialetto (zibibbu zibibbu: uva secca)
1288	PST145_trad	2491.231	2492.665	1287	uva secca, uva secca
1296	PST222_trad	2500.608	2502.872	1295	a volte ci chiamiamo zbīb
1298	PST145_trad	2502.872	2503.854	1297	uva secca
1318	PST222_trad	2531.875	2532.742	1317	uva secca
1321	PST222_trad	2534.664	2537.275	1320	ah un pezzo di uva secca
1331	PST222_trad	2544.409	2545.820	1330	uva secca, uva secca
1337	PST222_trad	2557.764	2558.608	1336	lentiggini sul viso
1362	PST222_trad	2589.076	2590.642	1361	quel ragazzo qua ha delle lentiggini qua
1364	PST222_trad	2591.142	2593.998	1363	oppure ha delle lentiggini sul naso
1369	PST222_trad	2596.498	2597.120	1368	lentiggini
1403	PST145_trad	2652.810	2658.020	1402	eh anche questa lingua è marocchina, dai giovani xx grazie a dio
1405	PST145_trad	2658.430	2663.360	1404	a me non capiscono se io parlo con loro io mi sono abituata a parlare con voi
1476	PST222_trad	2784.786	2786.431	1475	tipo stupido di natura
1479	PST222_trad	2788.053	2789.231	1478	stupido di natura
1495	PST222_trad	2816.331	2820.209	1494	stupido di natura eh xx xx būḥa xx
1508	PST222_trad	2851.309	2853.064	1507	e scrivi commedia teatrale
1776	PST145_trad	3393.820	3395.408	1775	hanno detto xx
1778	PST145_trad	3395.592	3397.536	1777	ha detto xx
1879	PST145_trad	3643.231	3644.287	1878	Davvero (letteralmente giuro su Dio)
1899	PST222_trad	3684.842	3685.742	1898	tashkīl (è la vocalizzazione nell'arabo, l'aggiunta delle vocali )
1921	PST222_trad	3727.553	3729.231	1920	eh questa si chiama macchina
1980	PST145_trad	3848.753	3851.853	1979	grazie a dio perché se no sarebbe veramente un problema
1982	PST145_trad	3852.909	3854.487	1981	
2166	PST145_trad	4230.386	4231.242	2165	grazie a dio
2187	PST145_trad	4260.165	4261.809	2186	davvero che sono tre notti
2740	PST222_trad	5265.297	5267.010	2739	ma guarda che è bello
2742	PST222_trad	5267.300	5268.080	2741	davvero è bello
2744	PST222_trad	5269.250	5270.350	2743	è bello il posto dove vivi a torino
2746	PST222_trad	5270.620	5271.080	2745	davvero è bello il posto dove vivi
