tu_id	speaker	start	end	parent_tu_id	text
58	??_trad	159.220	160.300	57	più sotto
111	PST100_trad	262.490	271.410	110	solo che non so questo quanto è xxx si vede coerente xxx dopo che è avanti e indietro
156	PST085_trad	412.820	415.390	155	appena le hai  detto basta le si è rotto il cuore secondo me
301	PST092_trad	790.650	793.720	300	la cosa del signore sì
303	PST211_trad	792.700	793.330	302	consolato
351	PST083_trad	903.650	904.541	350	oddio
354	PST085_trad	905.670	910.569	353	eh giovedì fino a che ora puoi fare che alle quattro e mezzo c'è danza
357	PST083_trad	913.540	915.630	356	aspetta di cosa stiam parlando dell'intervista alla signora @ecaterina?
381	PST092_trad	952.450	954.890	380	parlo io con signor @cosmin gli chiedo se potete balzare
386	PST083_trad	961.295	965.990	385	ma cioè se è solo xxx secondo me cioè poi puoi dire anche alla signora @ecaterina di chiederglielo se glielo dice lei figurati
429	PST092_trad	1045.150	1048.395	428	eh ma ha canto la signora @ecaterina mentre noi facciamo questa cosa
444	PST092_trad	1071.480	1078.270	443	il sabato penso sia il giorno più occupato della signora @ecaterina cioè o glielo chiediamo
466	PST092_trad	1109.110	1112.170	465	così che la signora @ecaterina fa tutto in una e non la occupiamo più giorni
553	PST100_trad	1275.365	1276.355	552	che telecamere avete?
565	PST085_trad	1302.875	1304.605	564	uh caro mio amore
575	PST100_trad	1321.830	1327.400	574	quindi devi pensare che hai solo una xxx perchă una è fissa
577	PST092_trad	1327.430	1331.870	576	una fissa penso telecamera quella quella mh sì quella buona
597	PST100_trad	1375.020	1378.440	596	una volta insieme e dopo si fa
600	PST100_trad	1378.575	1381.566	599	cambi tu e dopo @anita okay
603	PST100_trad	1381.945	1383.785	602	o se no fa solo xx
613	PST100_trad	1397.106	1397.601	612	tu sei
616	PST100_trad	1398.120	1399.280	615	a destra
618	PST100_trad	1399.400	1403.190	617	allora chi
621	PST100_trad	1404.789	1408.237	620	prima riprende da sinistra e dopo riprende da destra
626	PST100_trad	1413.000	1416.610	625	così riprende effettivamente @ecaterina
