tu_id	speaker	start	end	parent_tu_id	text
15	PST083_trad	63.070	68.980	14	poi per esempio c'è mia mamma che nella stanza della nonna che c'è di là
329	PST083_trad	877.800	878.890	328	sul tavolo
389	PST100_trad	1080.720	1081.130	388	banco
433	PST100_trad	1208.210	1210.490	432	@mirela dai
552	PST092_trad	1580.690	1581.305	551	gli avanzati
554	PST087_trad	1581.850	1586.740	553	sì non proprio gli avanzati perà tipo anche che ne so @iacob @anita la signora @ecaterina
587	PST092_trad	1673.930	1681.310	586	e dopo danza magari andavano in sala di #nonni a vedere le mamme come cucivano e appunto c'è anche tipo quest'attività che sarebbe proprio cucire a mano
734	PST092_trad	2113.400	2115.830	733	impazzire
769	PST100_trad	2213.450	2217.390	768	se mai tornerò ovviamente se non muoio prima
919	PST092_trad	2681.370	2683.070	918	san giorgio
