tu_id	speaker	start	end	parent_tu_id	text
3	PST098_trad	8.416	10.000	2	e la domenica la notte
6	PST098_trad	10.720	16.070	5	questo, continuava sempre come, per mangiare la notte tra tutti
9	PST098_trad	17.750	19.826	8	e sentii un rumore forte
11	PST098_trad	20.680	22.790	10	e praticamente il cagnolino chihuahua
13	PST098_trad	23.460	27.070	12	siccome i chihuahua sono cani molto rumorosi
17	PST098_trad	27.730	29.380	16	iniziò a dare fastidio al cane nero
20	PST098_trad	30.010	30.770	19	e cosa ha fatto
26	PST098_trad	35.310	39.130	25	ha preso il cagnolino e ha iniziato a perforargli lo stomaco
29	PST098_trad	40.230	44.470	28	credo che se no presero una bottiglia e la tirarono al cane perchè lo potesse lasciare
32	PST098_trad	45.830	49.870	31	quindi come, è come un figlio per mia zia che non ha figli
34	PST098_trad	49.930	53.700	33	lo ha dovuto portare al centro, a una clinica per cagnolini
39	PST098_trad	55.920	57.810	38	quindi questo è stato il lunedì mattina
42	PST098_trad	58.530	60.300	41	perchè tutto questo successe la domenica notte
45	PST098_trad	60.990	62.610	44	allora io mi alzo
47	PST098_trad	63.340	69.250	46	e vedo... buongiorno a tutti, inizio a salutare e vado dove stavano i cagnolini, che erano xxx
50	PST098_trad	69.480	70.980	49	il cane nero e il cane chihuahua
53	PST098_trad	72.130	73.360	52	erano chiusi
56	PST098_trad	74.050	77.160	55	vado a salutare anche i cagnolini e vado a vederli
59	PST098_trad	77.720	82.420	58	però prima mi dissero eh @florencia non avvicinarti ai cani
62	PST098_trad	83.820	90.130	61	perché siccome non conosco i cani può essere que abbiano un altro carattere e così
65	PST098_trad	90.590	93.180	64	però io non ci ho badato, mi avvicinai
68	PST098_trad	93.890	94.980	67	prima a poco a poco
71	PST098_trad	95.440	98.694	70	lo chiamo per nome, avvicino la mano e inizio ad accarezzarlo
75	PST098_trad	99.320	100.380	74	vado dal cane nero
78	PST098_trad	101.360	103.040	77	inizio a chiamarlo per nome
80	PST098_trad	103.390	104.680	79	vedo che il cane si avvicina
82	PST098_trad	104.980	105.960	81	metto la mia mano
84	PST098_trad	106.480	108.670	83	ed è stato lì che ho sentito che mi ha morso
87	PST098_trad	109.480	111.100	86	in quel momento sono rimasta sotto shock
89	PST098_trad	111.580	112.340	88	perché
91	PST098_trad	112.730	115.950	90	quando vidi che il cane mi stava per mordere ancora
93	PST098_trad	116.310	117.430	92	tolgo la mia mano
95	PST098_trad	117.695	122.491	94	e in questo momento il cane fa rumore, perché quando un cane ti morde fa rumore
99	PST098_trad	123.340	124.050	98	mia nonna
102	PST098_trad	124.630	129.470	101	mia nonna viene e mi dice @florencia @florencia che succede?
104	PST098_trad	130.030	132.000	103	e::: io avevo due opzioni
107	PST098_trad	132.130	136.220	106	se dirglielo o no, perché mi avevano detto di non avvicinarmi ai cani
110	PST098_trad	136.560	139.650	109	mi sono detta, se è un morso piccolo non lo dico
113	PST098_trad	140.140	143.490	112	però se è un morso grande, beh
116	PST098_trad	144.090	146.530	115	(quindi) quando faccio questo gesto, perchè ho preso la mano qui
119	PST098_trad	147.110	150.860	118	tutta questa parte è aperta, sanguinando
121	PST098_trad	151.400	153.530	120	e ho detto questo non posso nasconderlo
124	PST098_trad	154.600	159.040	123	quindi questo: glielo dissi questo a mia nonna, mia nonna si inizia a spaventare,
127	PST098_trad	159.720	165.410	126	questo per prima cosa le dico chiama mio zio che ne sa di primo soccorso
129	PST098_trad	165.700	167.910	128	e così iniziò a lavare la ferita
132	PST098_trad	168.190	170.050	131	però in quel momento non piansi affatto
135	PST098_trad	170.960	172.140	134	ciò che più sentivo
138	PST098_trad	172.560	178.720	137	era dolorosa, perché ho iniziato a vederla e non appena vidi la ferita, che era bruttissima, iniziai ad avere le vertigini
142	PST098_trad	179.640	181.800	141	e in quel momento svenni
144	PST098_trad	183.030	183.890	143	io mi risveglio
149	PST098_trad	187.700	193.410	148	quindi, io mi risveglio, mia nonna stava piangendo e io xxx
152	PST098_trad	194.370	197.730	151	e quando ho visto piangere lei ho iniziato a piangere
155	PST098_trad	197.780	202.740	154	perché mi sentii male, perché dal principio mi dissero non avvicinarti ai cani
159	PST098_trad	204.160	209.090	158	e le mie zie si trovavano fuori lima, perché io noi eravamo fuori da lima
163	PST098_trad	209.540	212.480	162	le mie zie andarono a lima per ovviamente la cosa del cagnolino
166	PST098_trad	213.740	217.320	165	e xxx mia zia mi ha richiamato
169	PST098_trad	217.810	221.120	168	mi disse ti abbiamo detto di non avvicinarti al cane
173	PST098_trad	225.490	228.580	172	ti abbiamo detto di non avvicinarti al cane, però non ci ho prestato attenzione
175	PST098_trad	228.670	231.370	174	e a me, sulla ferita mi ero messa una carta
177	PST098_trad	231.430	233.550	176	appena fatta, una carta igienica
180	PST098_trad	235.990	237.947	179	me l'hanno dovuta togliere con l'alcool
184	PST098_trad	241.680	243.400	183	quel giorno vidi dio
187	PST098_trad	244.637	247.630	186	e mio zio mi disse se è una ferita grande
189	PST098_trad	248.761	253.451	188	dobbiamo andare all'ospedale per farti mettere i punti se no una crema e via
192	PST098_trad	254.280	258.726	191	quando me la tolgono, era successo tutto questo che mi avevano tolto la carta igienica
