token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PST214	0	0	0	praticame:nte	praticamente	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	Begin=0.47	8x1	_	_	_
0-1	PST214	0	0	1	{P}	{P}	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
0-2	PST214	0	0	2	una	una	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-3	PST214	0	0	3	volta	volta	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
0-4	PST214	0	0	4	{P}	{P}	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
0-5	PST214	0	0	5	ho	ho	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-6	PST214	0	0	6	preso	preso	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-7	PST214	0	0	7	un	un	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-8	PST214	0	0	8	volo,	volo	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=4.01	_	_	_	_
1-0	PST214	1	1	0	per	per	_	_	_	_	_	linguistic	_	none	_	Begin=4.2	_	_	_	_
1-1	PST214	1	1	1	barcellona	barcellona	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
1-2	PST214	1	1	2	{P}	{P}	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
1-3	PST214	1	1	3	okay,	okay	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=6.13	_	_	_	_
2-0	PST214	2	2	0	sono	sono	_	_	_	_	_	linguistic	_	none	_	Begin=6.25	_	_	_	_
2-1	PST214	2	2	1	partita	partita	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-2	PST214	2	2	2	alle	alle	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-3	PST214	2	2	3	undici	undici	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-4	PST214	2	2	4	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-5	PST214	2	2	5	sera	sera	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
2-6	PST214	2	2	6	{P}	{P}	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
2-7	PST214	2	2	7	da	da	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-8	PST214	2	2	8	milano	milano	_	_	_	_	_	linguistic	_	none	_	End=9.15	_	_	_	_
3-0	PST214	3	3	0	e	e	_	_	_	_	_	linguistic	_	none	_	Begin=9.5	_	_	_	_
3-1	PST214	3	3	1	sono	sono	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-2	PST214	3	3	2	tornata	tornata	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-3	PST214	3	3	3	alle	alle	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-4	PST214	3	3	4	otto	otto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-5	PST214	3	3	5	del	del	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-6	PST214	3	3	6	mattino	mattino	_	_	_	_	_	linguistic	_	none	_	End=12.33	_	_	_	_
4-0	PST214	4	4	0	per	per	_	_	_	_	_	linguistic	_	none	_	Begin=12.75	_	_	_	_
4-1	PST214	4	4	1	fare	fare	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-2	PST214	4	4	2	solo	solo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	PST214	4	4	3	serata	serata	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-4	PST214	4	4	4	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-5	PST214	4	4	5	barcellona	barcellona	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-6	PST214	4	4	6	(ovviamente)	ovviamente	_	_	_	_	_	linguistic	_	none	_	_	_	_	0-10(0)	_
4-7	PST214	4	4	7	{ride}	{ride}	_	_	_	_	_	nonverbalbehavior	_	none	_	End=15.274	_	_	_	_
5-0	PST158	5	5	0	figata	figata	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	Begin=15.49	_	_	_	_
5-1	PST158	5	5	1	{P}	{P}	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
5-2	PST158	5	5	2	dieci	dieci	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-3	PST158	5	5	3	su	su	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-4	PST158	5	5	4	dieci	dieci	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-5	PST158	5	5	5	sinceramente	sinceramente	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-6	PST158	5	5	6	vorrei	vorrei	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-7	PST158	5	5	7	farlo	farlo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-8	PST158	5	5	8	anch'	anch'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
5-9	PST158	5	5	9	io	io	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-10	PST158	5	5	10	sinceramente	sinceramente	_	_	_	_	_	linguistic	_	none	_	End=19.74	_	_	_	_
6-0	PST214	6	6	0	che	che	_	_	_	_	_	linguistic	_	none	_	Begin=20.04	_	_	_	_
6-1	PST214	6	6	1	tra	tra	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-2	PST214	6	6	2	l'	l'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
6-3	PST214	6	6	3	altro	altro	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-4	PST214	6	6	4	avevamo	avevamo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-5	PST214	6	6	5	trovato	trovato	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-6	PST214	6	6	6	i	i	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-7	PST214	6	6	7	biglietti:	biglietti	_	_	_	_	_	linguistic	_	none	_	_	8x1	_	_	_
6-8	PST214	6	6	8	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-9	PST214	6	6	9	tipo:	tipo	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	3x1	_	_	_
6-10	PST214	6	6	10	{P}	{P}	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
6-11	PST214	6	6	11	dieci	dieci	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-12	PST214	6	6	12	euro	euro	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-13	PST214	6	6	13	una	una	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-14	PST214	6	6	14	cosa	cosa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-15	PST214	6	6	15	così	così	_	_	_	_	_	linguistic	_	none	_	End=25.06	_	_	_	_
7-0	PST214	7	7	0	a	a	_	_	_	_	_	linguistic	_	none	_	Begin=25.06	_	_	_	_
7-1	PST214	7	7	1	dieci	dieci	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-2	PST214	7	7	2	euro	euro	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-3	PST214	7	7	3	andata	andata	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
