token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PST114	0	0	0	tu	tu	_	_	_	_	_	linguistic	_	none	_	Begin=3.34	_	_	_	_
0-1	PST114	0	0	1	pensa	pensa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-2	PST114	0	0	2	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-3	PST114	0	0	3	quando	quando	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-4	PST114	0	0	4	ti	ti	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-5	PST114	0	0	5	raccontavo	raccontavo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-6	PST114	0	0	6	quando	quando	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-7	PST114	0	0	7	stavo	stavo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-8	PST114	0	0	8	con	con	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-9	PST114	0	0	9	quella	quella	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-10	PST114	0	0	10	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-11	PST114	0	0	11	beveva	beveva	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-12	PST114	0	0	12	più	più	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-13	PST114	0	0	13	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-14	PST114	0	0	14	me:	me	_	_	_	_	_	linguistic	_	none	_	End=6.62	1x1	_	_	_
1-0	PST114	1	1	0	lì	lì	_	_	_	_	_	linguistic	_	none	_	Begin=6.71	_	_	_	_
1-1	PST114	1	1	1	xx	xx	_	_	_	_	_	unknown	_	none	Syllables=2	_	_	_	_	_
1-2	PST114	1	1	2	quando	quando	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-3	PST114	1	1	3	andavi	andavi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-4	PST114	1	1	4	fuori	fuori	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-5	PST114	1	1	5	dovevi::	dovevi	_	_	_	_	_	linguistic	_	none	_	_	5x2	_	_	_
1-6	PST114	1	1	6	spendere	spendere	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-7	PST114	1	1	7	eh	eh	_	_	_	_	_	linguistic	_	none	_	End=9.24	_	_	_	_
2-0	PST115	2	2	0	sì	sì	_	_	_	_	_	linguistic	_	none	_	Begin=10.85	_	_	_	_
2-1	PST115	2	2	1	è	è	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
2-2	PST115	2	2	2	{P}	{P}	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
2-3	PST115	2	2	3	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-4	PST115	2	2	4	vero	vero	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-5	PST115	2	2	5	per	per	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-6	PST115	2	2	6	qua~	qua~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	End=12.28	_	_	_	_
3-0	PST113	3	3	0	ma	ma	_	_	_	_	_	linguistic	_	none	_	Begin=12.715	_	_	_	_
3-1	PST113	3	3	1	quanta	quanta	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-2	PST113	3	3	2	cazzo	cazzo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-3	PST113	3	3	3	me	me	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-4	PST113	3	3	4	ne	ne	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-5	PST113	3	3	5	hai	hai	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-6	PST113	3	3	6	messo	messo	_	_	_	_	_	linguistic	_	none	_	End=13.925	_	_	_	_
4-0	PST112	4	4	0	dai	dai	_	_	_	_	_	linguistic	_	none	_	Begin=14.49	_	_	_	_
4-1	PST112	4	4	1	travasa	travasa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-2	PST112	4	4	2	un	un	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	PST112	4	4	3	po'	po'	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-4	PST112	4	4	4	qua	qua	_	_	_	_	_	linguistic	_	none	_	End=15.67	_	_	_	_
5-0	PST112	5	5	0	piano:,	piano	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	Begin=16.18|End=16.84	4x1	_	_	_
6-0	PST114	6	6	0	cosa	cosa	_	_	_	_	_	linguistic	_	none	_	Begin=17.966	_	_	_	_
6-1	PST114	6	6	1	te	te	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-2	PST114	6	6	2	ne	ne	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-3	PST114	6	6	3	ho	ho	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-4	PST114	6	6	4	messo	messo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-5	PST114	6	6	5	[così	così	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-4(0)
6-6	PST114	6	6	6	xx	xx	_	_	_	_	_	unknown	_	none	Syllables=2	_	_	_	_	0-2(0)
6-7	PST114	6	6	7	xx	xx	_	_	_	_	_	unknown	_	none	Syllables=2	_	_	_	_	0-2(0)
6-8	PST114	6	6	8	un	un	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(0)
6-9	PST114	6	6	9	po'	po'	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-3(0)
6-10	PST114	6	6	10	stizzi]ta	stizzita	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-6(0)
6-11	PST114	6	6	11	eh	eh	_	_	_	_	_	linguistic	_	none	_	End=20.381	_	_	_	_
7-0	PST112	7	7	0	[un	un	_	_	_	_	_	linguistic	_	none	_	Begin=18.65	_	_	_	0-2(0)
7-1	PST112	7	7	1	po'	po'	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	0-3(0)
7-2	PST112	7	7	2	{P}	{P}	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	0-3(0)
7-3	PST112	7	7	3	così],	così	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=20.06	_	_	_	0-4(0)
8-0	PST112	8	8	0	[così]	così	_	_	_	_	_	linguistic	_	none	_	Begin=20.45|End=21.11	_	_	_	0-4(?)
9-0	PST113	9	9	0	{fa_un_verso}	{fa_un_verso}	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=20.45|End=21.11	_	_	_	_
10-0	PST112	10	10	0	{fa_un_verso}	{fa_un_verso}	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=21.625|End=22.325	_	_	_	_
11-0	PST112	11	11	0	oh	oh	_	_	_	_	_	linguistic	_	none	_	Begin=22.98	_	_	_	_
11-1	PST112	11	11	1	vabbè	vabbè	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-2	PST112	11	11	2	allora	allora	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
