token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PST203	0	0	0	fate	fate	_	_	_	_	_	linguistic	_	none	_	Begin=0.0	_	_	_	_
0-1	PST203	0	0	1	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-2	PST203	0	0	2	modo	modo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-3	PST203	0	0	3	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-4	PST203	0	0	4	sia	sia	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-5	PST203	0	0	5	carino	carino	_	_	_	_	_	linguistic	_	none	_	End=1.41	_	_	_	_
1-0	PST092	1	1	0	ma	ma	_	_	_	_	_	linguistic	_	none	_	Begin=1.41	_	_	_	_
1-1	PST092	1	1	1	sì::	sì	_	_	_	_	_	linguistic	_	none	_	End=2.605	1x2	_	_	_
2-0	PST085	2	2	0	io	io	_	_	_	_	_	linguistic	_	some	_	Begin=3.43	_	_	_	_
2-1	PST085	2	2	1	dicevo	dicevo	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	_
2-2	PST085	2	2	2	tipo::	tipo	_	_	_	_	_	linguistic	_	some	_	_	3x2	_	_	_
2-3	PST085	2	2	3	#doamna	doamna	_	_	_	_	_	linguistic	_	some	Language=NO_ISO_CODE|Variation=Token	_	_	_	_	_
2-4	PST085	2	2	4	@ecaterina	@ecaterina	_	_	_	_	_	anonymized	_	some	_	_	_	_	_	_
2-5	PST085	2	2	5	di	di	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	_
2-6	PST085	2	2	6	là	là	_	_	_	_	_	linguistic	_	some	PauseAfter=Yes	_	_	_	_	_
2-7	PST085	2	2	7	{P}	{P}	_	_	_	_	_	shortpause	_	some	_	_	_	_	_	_
2-8	PST085	2	2	8	cioè	cioè	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	_
2-9	PST085	2	2	9	tipo	tipo	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	_
2-10	PST085	2	2	10	con	con	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	_
2-11	PST085	2	2	11	la	la	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	_
2-12	PST085	2	2	12	sedia	sedia	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	_
2-13	PST085	2	2	13	qua	qua	_	_	_	_	_	linguistic	_	some	PauseAfter=Yes	_	_	_	_	_
2-14	PST085	2	2	14	{P}	{P}	_	_	_	_	_	shortpause	_	some	_	_	_	_	_	_
2-15	PST085	2	2	15	e	e	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	_
2-16	PST085	2	2	16	rivolta	rivolta	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	_
2-17	PST085	2	2	17	verso	verso	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	_
2-18	PST085	2	2	18	di	di	_	_	_	_	_	linguistic	_	some	_	_	_	_	_	_
2-19	PST085	2	2	19	là	là	_	_	_	_	_	linguistic	_	some	_	End=8.639	_	_	_	_
4-0	PST092	4	4	0	e	e	_	_	_	_	_	linguistic	_	none	_	Begin=8.718	_	_	_	_
4-1	PST092	4	4	1	io	io	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-2	PST092	4	4	2	pensavo	pensavo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	PST092	4	4	3	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-4	PST092	4	4	4	metterla	metterla	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-5	PST092	4	4	5	qua,	qua	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=10.28	_	_	_	_
5-0	PST085	5	5	0	ma	ma	_	_	_	_	_	linguistic	_	none	_	Begin=10.281	_	_	_	_
5-1	PST085	5	5	1	cos'	cos'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
5-2	PST085	5	5	2	è:	è	_	_	_	_	_	linguistic	_	none	_	_	0x1	_	_	_
5-3	PST085	5	5	3	ma	ma	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-4	PST085	5	5	4	[e:h]	eh	_	_	_	_	_	linguistic	_	none	_	End=11.368	0x1	_	_	0-2(0)
6-0	PST092	6	6	0	[perché	perché	_	_	_	_	_	linguistic	_	none	_	Begin=10.83	_	_	_	0-6(0)
6-1	PST092	6	6	1	ci	ci	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(0)
6-2	PST092	6	6	2	sono]	sono	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-4(0)
6-3	PST092	6	6	3	le	le	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-4	PST092	6	6	4	foto	foto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-5	PST092	6	6	5	del	del	_	_	_	_	_	linguistic	_	none	_	End=12.535	_	_	_	_
7-0	PST092	7	7	0	[ci	ci	_	_	_	_	_	linguistic	_	none	_	Begin=12.74	_	_	_	0-2(1)
7-1	PST092	7	7	1	sono	sono	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-4(1)
7-2	PST092	7	7	2	le	le	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(1)
7-3	PST092	7	7	3	foto::]	foto	_	_	_	_	_	linguistic	_	none	_	End=13.92	3x2	_	_	0-4(1)
8-0	PST087	8	8	0	[ma	ma	_	_	_	_	_	linguistic	_	none	_	Begin=12.76	_	_	_	0-2(1)
8-1	PST087	8	8	1	si	si	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(1)
8-2	PST087	8	8	2	può	può	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-3(1)
8-3	PST087	8	8	3	metterla	metterla	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-8(1)
8-4	PST087	8	8	4	alla]	alla	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-4(1)
8-5	PST087	8	8	5	[tastiera]?	tastiera	_	_	_	_	_	linguistic	_	none	Intonation=Rising|PauseAfter=Yes	_	_	_	_	0-8(2)
