token_id	speaker	tu_id	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PST203	0	0	fate	fate	_	_	_	_	_	linguistic	_	none	_	Begin=0.0	_	_	_	_
0-1	PST203	0	1	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-2	PST203	0	2	modo	modo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-3	PST203	0	3	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-4	PST203	0	4	sia	sia	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-5	PST203	0	5	carino	carino	_	_	_	_	_	linguistic	_	none	_	End=1.41	_	_	_	_
1-0	PST092	1	0	ma	ma	_	_	_	_	_	linguistic	_	none	_	Begin=1.41	_	_	_	_
1-1	PST092	1	1	sì::	sì	_	_	_	_	_	linguistic	_	none	_	End=2.605	1x2	_	_	_
2-0	PST085	2	0	io	io	_	_	_	_	_	linguistic	_	yes	_	Begin=3.43	_	_	_	_
2-1	PST085	2	1	dicevo	dicevo	_	_	_	_	_	linguistic	_	yes	_	_	_	_	_	_
2-2	PST085	2	2	tipo::	tipo	_	_	_	_	_	linguistic	_	yes	_	_	3x2	_	_	_
2-3	PST085	2	3	#doamna	doamna	_	_	_	_	_	linguistic	_	yes	Language=NO_ISO_CODE|Variation=Token	_	_	_	_	_
2-4	PST085	2	4	@ecaterina	@ecaterina	_	_	_	_	_	anonymized	_	yes	_	_	_	_	_	_
2-5	PST085	2	5	di	di	_	_	_	_	_	linguistic	_	yes	_	_	_	_	_	_
2-6	PST085	2	6	là	là	_	_	_	_	_	linguistic	_	yes	PauseAfter=Yes	_	_	_	_	_
2-7	PST085	2	7	(.)	(.)	_	_	_	_	_	shortpause	_	yes	_	_	_	_	_	_
2-8	PST085	2	8	cioè	cioè	_	_	_	_	_	linguistic	_	yes	_	_	_	_	_	_
2-9	PST085	2	9	tipo	tipo	_	_	_	_	_	linguistic	_	yes	_	_	_	_	_	_
2-10	PST085	2	10	con	con	_	_	_	_	_	linguistic	_	yes	_	_	_	_	_	_
