token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PST211	0	0	0	okay.	okay	_	_	_	_	_	linguistic	_	none	Intonation=Falling	Begin=1.3|End=1.92	_	_	_	_
1-0	PST211	1	1	0	allora	allora	_	_	_	_	_	linguistic	_	none	_	Begin=2.7	_	_	_	_
1-1	PST211	1	1	1	ciao	ciao	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-2	PST211	1	1	2	[innanzi]tutto	innanzitutto	_	_	_	_	_	linguistic	_	none	_	End=4.39	_	_	_	0-7(0)
2-0	PST032	2	2	0	[ciao]	ciao	_	_	_	_	_	linguistic	_	none	_	Begin=3.3|End=3.74	_	_	_	0-4(0)
3-0	PST211	3	3	0	e:::hm:	ehm	_	_	_	_	_	linguistic	_	none	_	Begin=4.61|End=5.22	0x3,2x1	_	_	_
4-0	PST211	4	4	0	visto	visto	_	_	_	_	_	linguistic	_	none	_	Begin=5.32	_	_	_	_
4-1	PST211	4	4	1	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-2	PST211	4	4	2	siamo	siamo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	PST211	4	4	3	qui	qui	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-4	PST211	4	4	4	ai	ai	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-5	PST211	4	4	5	bagni	bagni	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-6	PST211	4	4	6	ci	ci	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-7	PST211	4	4	7	vuoi	vuoi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-8	PST211	4	4	8	raccontare	raccontare	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-9	PST211	4	4	9	come:	come	_	_	_	_	_	linguistic	_	none	_	_	3x1	_	_	_
4-10	PST211	4	4	10	tu	tu	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-11	PST211	4	4	11	vivi	vivi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-12	PST211	4	4	12	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-13	PST211	4	4	13	questo	questo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-14	PST211	4	4	14	quartiere,	quartiere	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=9.85	_	_	_	_
5-0	PST211	5	5	0	e:::h	eh	_	_	_	_	_	linguistic	_	none	_	Begin=9.97	0x3	_	_	_
5-1	PST211	5	5	1	qui	qui	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-2	PST211	5	5	2	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-3	PST211	5	5	3	barriera	barriera	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-4	PST211	5	5	4	da	da	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-5	PST211	5	5	5	tanto	tanto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-6	PST211	5	5	6	da::	da	_	_	_	_	_	linguistic	_	none	_	_	1x2	_	_	_
5-7	PST211	5	5	7	da	da	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-8	PST211	5	5	8	poco?	poco	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=13.18	_	_	_	_
6-0	PST211	6	6	0	e	e	_	_	_	_	_	linguistic	_	none	_	Begin=13.33	_	_	_	_
6-1	PST211	6	6	1	come	come	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-2	PST211	6	6	2	hai	hai	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-3	PST211	6	6	3	conosciuto	conosciuto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-4	PST211	6	6	4	quest'	quest'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
6-5	PST211	6	6	5	associazione	associazione	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-6	PST211	6	6	6	e	e	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-7	PST211	6	6	7	diciamo	diciamo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-8	PST211	6	6	8	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-9	PST211	6	6	9	cosa::	cosa	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	3x2	_	_	_
6-10	PST211	6	6	10	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
6-11	PST211	6	6	11	fai	fai	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-12	PST211	6	6	12	qui.	qui	_	_	_	_	_	linguistic	_	none	Intonation=Falling	End=17.36	_	_	_	_
7-0	PST032	7	7	0	okay	okay	_	_	_	_	_	linguistic	_	none	_	Begin=17.38|End=17.98	_	_	_	_
8-0	PST032	8	8	0	allora	allora	_	_	_	_	_	linguistic	_	none	_	Begin=18.34	_	_	_	_
8-1	PST032	8	8	1	io	io	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-2	PST032	8	8	2	vivo	vivo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-3	PST032	8	8	3	qua	qua	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-4	PST032	8	8	4	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-5	PST032	8	8	5	barriera	barriera	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
