token_id	speaker	tu_id	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PST211	0	0	eccoci	eccoci	_	_	_	_	_	linguistic	_	none	_	Begin=0.8	_	_	_	_
0-1	PST211	0	1	come	come	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-2	PST211	0	2	ti	ti	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-3	PST211	0	3	chia:mi	chiami	_	_	_	_	_	linguistic	_	none	_	_	3x1	_	_	_
0-4	PST211	0	4	innan[zitutto],	innanzitutto	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=3.227	_	_	_	5-12(0)
1-0	PST052	1	0	[eh::]	eh	_	_	_	_	_	linguistic	_	none	_	Begin=2.52	1x2	_	_	0-2(0)
1-1	PST052	1	1	cognome	cognome	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-2	PST052	1	2	@gabor	@gabor	_	_	_	_	_	anonymized	_	none	PauseAfter=Yes	_	_	_	_	_
1-3	PST052	1	3	[(.)]	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	X(1)
1-4	PST052	1	4	@gabriela	@gabriela	_	_	_	_	_	anonymized	_	none	_	End=5.605	_	_	_	_
2-0	PST211	2	0	[mh:]	mh	_	_	_	_	_	linguistic	_	none	_	Begin=4.32|End=4.801	1x1	_	_	0-2(1)
3-0	PST211	3	0	okay,	okay	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	Begin=5.61	_	_	_	_
3-1	PST211	3	1	[@gabriela,	@gabriela	_	_	_	_	_	anonymized	_	none	Intonation=WeaklyRising	_	_	_	_	0-9(2)
3-2	PST211	3	2	posso	posso	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-5(2)
3-3	PST211	3	3	chia~]	chia~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	End=7.22	_	_	_	0-5(2)
4-0	PST052	4	0	[tutti	tutti	_	_	_	_	_	linguistic	_	none	_	Begin=6.13	_	_	_	0-5(2)
4-1	PST052	4	1	mi::	mi	_	_	_	_	_	linguistic	_	none	_	_	1x2	_	_	0-2(2)
4-2	PST052	4	2	dicono:]	dicono	_	_	_	_	_	linguistic	_	none	_	_	5x1	_	_	0-6(2)
4-3	PST052	4	3	sì:	sì	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	1x1	_	_	_
4-4	PST052	4	4	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
4-5	PST052	4	5	@gabriela	@gabriela	_	_	_	_	_	anonymized	_	none	_	_	_	_	_	_
4-6	PST052	4	6	o	o	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-7	PST052	4	7	@gabriella	@gabriella	_	_	_	_	_	anonymized	_	none	_	_	_	_	_	_
4-8	PST052	4	8	[tutti	tutti	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-5(4)
4-9	PST052	4	9	mi	mi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(4)
4-10	PST052	4	10	chia]mano	chiamano	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-4(4)
4-11	PST052	4	11	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-12	PST052	4	12	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-13	PST052	4	13	[più	più	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-3(5)
4-14	PST052	4	14	faci]le	facile	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-4(5)
4-15	PST052	4	15	da	da	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-16	PST052	4	16	voi,	voi	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=11.541	_	_	_	_
5-0	PST211	5	0	[ah	ah	_	_	_	_	_	linguistic	_	none	ProsodicLink=Yes	Begin=9.43	_	_	_	0-2(3)
5-1	PST211	5	1	ah]	ah	_	_	_	_	_	linguistic	_	none	_	End=9.908	_	_	_	0-2(3)
6-0	PST211	6	0	[okay]	okay	_	_	_	_	_	linguistic	_	none	_	Begin=10.26|End=10.836	_	_	_	0-4(4)
7-0	PST211	7	0	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=10.91	_	_	_	_
7-1	PST211	7	1	io	io	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-2	PST211	7	2	sono	sono	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-3	PST211	7	3	@selene	@selene	_	_	_	_	_	anonymized	_	none	_	_	_	_	_	_
7-4	PST211	7	4	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	_	_	_	_	_
7-5	PST211	7	5	[piacere],	piacere	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=13.127	_	_	_	0-7(6)
8-0	PST052	8	0	[piacere],	piacere	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	Begin=12.37	_	_	_	0-7(6)
8-1	PST052	8	1	°piacere°.	piacere	_	_	_	_	_	linguistic	_	none	Intonation=Falling|Volume=low	End=13.58	_	_	_	_
9-0	PST211	9	0	eh	eh	_	_	_	_	_	linguistic	_	none	_	Begin=13.58	_	_	_	_
9-1	PST211	9	1	da	da	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-2	PST211	9	2	quanto	quanto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-3	PST211	9	3	sei	sei	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
