token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PST217	0	0	0	okay	okay	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	Begin=0.82	_	_	_	_
0-1	PST217	0	0	1	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
0-2	PST217	0	0	2	possiamo	possiamo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-3	PST217	0	0	3	met~	met~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	_
0-4	PST217	0	0	4	lasciarlo	lasciarlo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-5	PST217	0	0	5	qua,	qua	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=3.28	_	_	_	_
1-0	PST107	1	1	0	va	va	_	_	_	_	_	linguistic	_	none	_	Begin=3.34	_	_	_	_
1-1	PST107	1	1	1	bene	bene	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-2	PST107	1	1	2	va	va	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-3	PST107	1	1	3	bene	bene	_	_	_	_	_	linguistic	_	none	_	End=5.26	_	_	_	_
2-0	PST217	2	2	0	e	e	_	_	_	_	_	linguistic	_	none	_	Begin=6.96	_	_	_	_
2-1	PST217	2	2	1	com'	com'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
2-2	PST217	2	2	2	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-3	PST217	2	2	3	che	che	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-4	PST217	2	2	4	si	si	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-5	PST217	2	2	5	scrive	scrive	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-6	PST217	2	2	6	@salah?	@salah	_	_	_	_	_	anonymized	_	none	Intonation=Rising	End=9.92	_	_	_	_
3-0	PST108	3	3	0	@salah	@salah	_	_	_	_	_	anonymized	_	none	_	Begin=10.16|End=10.65	_	_	_	_
4-0	PST107	4	4	0	@salah	@salah	_	_	_	_	_	anonymized	_	none	_	Begin=10.85|End=11.46	_	_	_	_
5-0	PST217	5	5	0	@salah	@salah	_	_	_	_	_	anonymized	_	none	_	Begin=11.64|End=12.5	_	_	_	_
6-0	PST217	6	6	0	con	con	_	_	_	_	_	linguistic	_	none	_	Begin=15.45	_	_	_	_
6-1	PST217	6	6	1	la	la	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-2	PST217	6	6	2	@acca	@acca	_	_	_	_	_	anonymized	_	none	_	_	_	_	_	_
6-3	PST217	6	6	3	no?	no	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=16.83	_	_	_	_
7-0	PST108	7	7	0	con	con	_	_	_	_	_	linguistic	_	none	_	Begin=16.83	_	_	_	_
