token_id	speaker	tu_id	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PST205	0	0	bene	bene	_	_	_	_	_	linguistic	_	none	_	Begin=3.16	_	_	_	_
0-1	PST205	0	1	cominciamo	cominciamo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-2	PST205	0	2	l'	l'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	_	_	_	_	_
0-3	PST205	0	3	intervista	intervista	_	_	_	_	_	linguistic	_	none	_	End=5.01	_	_	_	_
1-0	PST205	1	0	come	come	_	_	_	_	_	linguistic	_	none	_	Begin=7.53	_	_	_	_
1-1	PST205	1	1	se:i	sei	_	_	_	_	_	linguistic	_	none	_	_	1x1	_	_	_
1-2	PST205	1	2	arrivata	arrivata	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-3	PST205	1	3	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-4	PST205	1	4	italia	italia	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-5	PST205	1	5	e	e	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-6	PST205	1	6	poi	poi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-7	PST205	1	7	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-8	PST205	1	8	torino?	torino	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=10.4	_	_	_	_
2-0	PST012	2	0	sono	sono	_	_	_	_	_	linguistic	_	none	_	Begin=12.0	_	_	_	_
2-1	PST012	2	1	arrivata	arrivata	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-2	PST012	2	2	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-3	PST012	2	3	italia	italia	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-4	PST012	2	4	e	e	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-5	PST012	2	5	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-6	PST012	2	6	torino	torino	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-7	PST012	2	7	e:hm	ehm	_	_	_	_	_	linguistic	_	none	_	_	0x1	_	_	_
2-8	PST012	2	8	per	per	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-9	PST012	2	9	raggiungimento	raggiungimento	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-10	PST012	2	10	familiare	familiare	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-11	PST012	2	11	perché	perché	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-12	PST012	2	12	mio	mio	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-13	PST012	2	13	marito	marito	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-14	PST012	2	14	era	era	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-15	PST012	2	15	già	già	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-16	PST012	2	16	qua	qua	_	_	_	_	_	linguistic	_	none	_	End=21.86	_	_	_	_
3-0	PST205	3	0	da:	da	_	_	_	_	_	linguistic	_	none	_	Begin=24.18	1x1	_	_	_
3-1	PST205	3	1	quanto	quanto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-2	PST205	3	2	tempo	tempo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-3	PST205	3	3	vivi	vivi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-4	PST205	3	4	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-5	PST205	3	5	torino?	torino	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=26.07	_	_	_	_
4-0	PST012	4	0	vivo	vivo	_	_	_	_	_	linguistic	_	none	_	Begin=26.07	_	_	_	_
4-1	PST012	4	1	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-2	PST012	4	2	torino	torino	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	PST012	4	3	da	da	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-4	PST012	4	4	ventisei	ventisei	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-5	PST012	4	5	anni	anni	_	_	_	_	_	linguistic	_	none	_	End=27.79	_	_	_	_
5-0	PST205	5	0	qual	qual	_	_	_	_	_	linguistic	_	none	_	Begin=31.86	_	_	_	_
5-1	PST205	5	1	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-2	PST205	5	2	il	il	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-3	PST205	5	3	tuo:::	tuo	_	_	_	_	_	linguistic	_	none	_	_	2x3	_	_	_
5-4	PST205	5	4	livello	livello	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-5	PST205	5	5	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-6	PST205	5	6	istruzione?	istruzione	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=34.24	_	_	_	_
6-0	PST012	6	0	il	il	_	_	_	_	_	linguistic	_	none	_	Begin=35.27	_	_	_	_
6-1	PST012	6	1	mio	mio	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-2	PST012	6	2	livello	livello	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-3	PST012	6	3	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-4	PST012	6	4	istruzione	istruzione	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-5	PST012	6	5	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-6	PST012	6	6	la	la	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-7	PST012	6	7	licenza	licenza	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-8	PST012	6	8	media	media	_	_	_	_	_	linguistic	_	none	_	End=37.96	_	_	_	_
7-0	PST205	7	0	hai	hai	_	_	_	_	_	linguistic	_	none	_	Begin=40.67	_	_	_	_
7-1	PST205	7	1	studiato	studiato	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-2	PST205	7	2	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-3	PST205	7	3	altri	altri	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-4	PST205	7	4	paesi?	paesi	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=42.19	_	_	_	_
8-0	PST012	8	0	sì	sì	_	_	_	_	_	linguistic	_	none	_	Begin=42.99	_	_	_	_
8-1	PST012	8	1	ho	ho	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-2	PST012	8	2	studiato	studiato	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-3	PST012	8	3	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-4	PST012	8	4	marocco	marocco	_	_	_	_	_	linguistic	_	none	_	End=45.19	_	_	_	_
9-0	PST012	9	0	ho	ho	_	_	_	_	_	linguistic	_	none	_	Begin=46.72	_	_	_	_
9-1	PST012	9	1	studiato	studiato	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-2	PST012	9	2	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-3	PST012	9	3	marocco	marocco	_	_	_	_	_	linguistic	_	none	_	End=47.41	_	_	_	_
10-0	PST205	10	0	che	che	_	_	_	_	_	linguistic	_	none	_	Begin=50.82	_	_	_	_
10-1	PST205	10	1	livello	livello	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-2	PST205	10	2	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-3	PST205	10	3	istruzione	istruzione	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-4	PST205	10	4	ha::	ha	_	_	_	_	_	linguistic	_	none	_	_	1x2	_	_	_
