token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PST203	0	0	0	xxxx	xxxx	_	_	_	_	_	unknown	_	none	Syllables=4	Begin=6.421|End=7.415	_	_	_	_
1-0	PST061	1	1	0	{ride}	{ride}	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=7.41|End=8.423	_	_	_	_
2-0	PST061	2	2	0	{sospira}	{sospira}	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=8.47|End=8.772	_	_	_	_
3-0	PST211	3	3	0	quando	quando	_	_	_	_	_	linguistic	_	none	_	Begin=8.6	_	_	_	_
3-1	PST211	3	3	1	[andate	andate	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-6(0)
3-2	PST211	3	3	2	in]	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(0)
3-3	PST211	3	3	3	ferie,	ferie	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=9.81	_	_	_	_
4-0	PST061	4	4	0	[xxxx]	xxxx	_	_	_	_	_	unknown	_	none	Syllables=4	Begin=8.789|End=9.51	_	_	_	0-4(0)
5-0	PST061	5	5	0	e:l	el	_	_	_	_	_	linguistic	_	all	Language=NO_ISO_CODE	Begin=10.29	0x1	_	_	_
5-1	PST061	5	5	1	diez	diez	_	_	_	_	_	linguistic	_	all	Language=NO_ISO_CODE	_	_	_	_	_
5-2	PST061	5	5	2	diez	diez	_	_	_	_	_	linguistic	_	all	Language=NO_ISO_CODE	_	_	_	_	_
5-3	PST061	5	5	3	d[e::]	de	_	_	_	_	_	linguistic	_	all	Language=NO_ISO_CODE	End=12.453	1x2	_	_	_
6-0	PST211	6	6	0	[dieci]	dieci	_	_	_	_	_	linguistic	_	none	_	Begin=11.857|End=12.47	_	_	_	0-5(1)
7-0	PST061	7	7	0	dieci	dieci	_	_	_	_	_	linguistic	_	none	_	Begin=12.47	_	_	_	_
7-1	PST061	7	7	1	des~	des~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	_
7-2	PST061	7	7	2	di[cem~]	dicem~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	2-6(2)
7-3	PST061	7	7	3	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-4	PST061	7	7	4	dicembre	dicembre	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-5	PST061	7	7	5	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
7-6	PST061	7	7	6	ago[st~]	agost~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	End=15.2	_	_	_	3-6(3)
8-0	PST211	8	8	0	[mh]	mh	_	_	_	_	_	linguistic	_	none	_	Begin=13.777|End=13.96	_	_	_	0-2(2)
9-0	PST211	9	9	0	[di]	di	_	_	_	_	_	linguistic	_	none	_	Begin=14.924	_	_	_	0-2(3)
9-1	PST211	9	9	1	agosto	agosto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-2	PST211	9	9	2	{ride}	{ride}	_	_	_	_	_	nonverbalbehavior	_	none	_	End=16.015	_	_	_	_
10-0	PST211	10	10	0	per	per	_	_	_	_	_	linguistic	_	none	_	Begin=16.297	_	_	_	_
10-1	PST211	10	10	1	quanto?	quanto	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=16.989	_	_	_	_
11-0	PST061	11	11	0	no	no	_	_	_	_	_	linguistic	_	none	_	Begin=17.133	_	_	_	_
11-1	PST061	11	11	1	una	una	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-2	PST061	11	11	2	settimana	settimana	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-3	PST061	11	11	3	dieci	dieci	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
11-4	PST061	11	11	4	giorni	giorni	_	_	_	_	_	linguistic	_	none	_	End=18.895	_	_	_	_
12-0	PST211	12	12	0	a:h	ah	_	_	_	_	_	linguistic	_	none	_	Begin=18.9	0x1	_	_	_
12-1	PST211	12	12	1	dai	dai	_	_	_	_	_	linguistic	_	none	_	End=19.485	_	_	_	_
13-0	PST061	13	13	0	xxx	xxx	_	_	_	_	_	unknown	_	none	Syllables=3	Begin=19.49|End=20.16	_	_	_	_
14-0	PST211	14	14	0	dove	dove	_	_	_	_	_	linguistic	_	none	_	Begin=20.293	_	_	_	_
14-1	PST211	14	14	1	andate?	andate	_	_	_	_	_	linguistic	_	none	Intonation=Rising	_	_	_	_	_
14-2	PST211	14	14	2	andate	andate	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
14-3	PST211	14	14	3	da	da	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
14-4	PST211	14	14	4	qual[che	qualche	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	4-7(4)
14-5	PST211	14	14	5	parte]?	parte	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=22.152	_	_	_	0-5(4)
15-0	PST061	15	15	0	[ma	ma	_	_	_	_	_	linguistic	_	none	_	Begin=21.67	_	_	_	0-2(4)
15-1	PST061	15	15	1	qua	qua	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-3(4)
15-2	PST061	15	15	2	vi]cino	vicino	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(4)
15-3	PST061	15	15	3	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
15-4	PST061	15	15	4	a::	a	_	_	_	_	_	linguistic	_	none	_	_	0x2	_	_	_
15-5	PST061	15	15	5	ligu~	ligu~	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	_
15-6	PST061	15	15	6	no	no	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
15-7	PST061	15	15	7	come	come	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
15-8	PST061	15	15	8	si	si	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
15-9	PST061	15	15	9	chiama	chiama	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
15-10	PST061	15	15	10	questo	questo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
15-11	PST061	15	15	11	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
15-12	PST061	15	15	12	nizza?	nizza	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=25.675	_	_	_	_
16-0	PST211	16	16	0	ah	ah	_	_	_	_	_	linguistic	_	none	_	Begin=25.9	_	_	_	_
16-1	PST211	16	16	1	bello.	bello	_	_	_	_	_	linguistic	_	none	Intonation=Falling	End=26.875	_	_	_	_
17-0	PST061	17	17	0	sì	sì	_	_	_	_	_	linguistic	_	none	_	Begin=26.896	_	_	_	_
17-1	PST061	17	17	1	xx	xx	_	_	_	_	_	unknown	_	none	Syllables=2	End=27.52	_	_	_	_
18-0	PST203	18	18	0	senti	senti	_	_	_	_	_	linguistic	_	none	_	Begin=27.532	_	_	_	_
18-1	PST203	18	18	1	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
18-2	PST203	18	18	2	mi	mi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
18-3	PST203	18	18	3	vede	vede	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
18-4	PST203	18	18	4	la	la	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
18-5	PST203	18	18	5	scheda	scheda	_	_	_	_	_	linguistic	_	none	_	End=29.093	_	_	_	_
19-0	PST211	19	19	0	e:h	eh	_	_	_	_	_	linguistic	_	none	_	Begin=29.13	0x1	_	_	_
19-1	PST211	19	19	1	fa	fa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
19-2	PST211	19	19	2	niente	niente	_	_	_	_	_	linguistic	_	none	_	End=30.395	_	_	_	_
20-0	PST203	20	20	0	che	che	_	_	_	_	_	linguistic	_	none	_	Begin=33.107	_	_	_	_
