token_id	speaker	tu_id	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PST007	0	0	ho	ho	_	_	_	_	_	linguistic	_	none	_	Begin=0.1	_	_	_	_
0-1	PST007	0	1	studiato:,	studiato	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=1.0	7x1	_	_	_
1-0	PST008	1	0	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=0.81|End=1.783	_	_	_	_
2-0	PST007	2	0	[per]	per	_	_	_	_	_	linguistic	_	yes	_	Begin=1.58	_	_	_	0-3(416)
2-1	PST007	2	1	questo	questo	_	_	_	_	_	linguistic	_	yes	_	_	_	_	_	_
2-2	PST007	2	2	#examen	examen	_	_	_	_	_	linguistic	_	yes	Language=NO_ISO_CODE|Variation=Token	End=2.673	_	_	_	_
3-0	PST201	3	0	[a:h]	ah	_	_	_	_	_	linguistic	_	none	ProsodicLink=Yes	Begin=1.61	0x1	_	_	0-2(416)
3-1	PST201	3	1	ah,	ah	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=2.009	_	_	_	_
4-0	PST007	4	0	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=3.11|End=3.76	_	_	_	_
5-0	PST008	5	0	((si_schiarisce_la_voce))	((si_schiarisce_la_voce))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=4.9|End=5.51	_	_	_	_
6-0	PST201	6	0	°allora:°	allora	_	_	_	_	_	linguistic	_	none	Volume=low	Begin=5.51|End=6.095	5x1	_	_	_
7-0	PST008	7	0	((tossisce))	((tossisce))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=7.56|End=7.938	_	_	_	_
8-0	PST201	8	0	intanto	intanto	_	_	_	_	_	linguistic	_	none	_	Begin=8.244	_	_	_	_
8-1	PST201	8	1	come	come	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
8-2	PST201	8	2	vi::	vi	_	_	_	_	_	linguistic	_	none	_	_	1x2	_	_	_
8-3	PST201	8	3	chiamate:,	chiamate	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=9.842	7x1	_	_	_
9-0	PST008	9	0	a:h	ah	_	_	_	_	_	linguistic	_	none	_	Begin=10.25	0x1	_	_	_
9-1	PST008	9	1	mi	mi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-2	PST008	9	2	chiamo:,	chiamo	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	_	5x1	_	_	_
9-3	PST008	9	3	@pedro:	@pedro	_	_	_	_	_	anonymized	_	none	PauseAfter=Yes	_	5x1	_	_	_
9-4	PST008	9	4	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
9-5	PST008	9	5	@sanchez	@sanchez	_	_	_	_	_	anonymized	_	none	_	End=12.977	_	_	_	_
10-0	PST007	10	0	I:o:	io	_	_	_	_	_	linguistic	_	none	Volume=high	Begin=15.22	0x1,1x1	_	_	_
10-1	PST007	10	1	mi	mi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-2	PST007	10	2	chiamo	chiamo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-3	PST007	10	3	@pablo	@pablo	_	_	_	_	_	anonymized	_	none	_	End=16.493	_	_	_	_
11-0	PST007	11	0	sono	sono	_	_	_	_	_	linguistic	_	none	_	Begin=16.98	_	_	_	_
11-1	PST007	11	1	@pablo	@pablo	_	_	_	_	_	anonymized	_	none	_	End=17.882	_	_	_	_
12-0	PST008	12	0	@pa:blo,	@pablo	_	_	_	_	_	anonymized	_	none	Intonation=WeaklyRising	Begin=17.93|End=18.6505	2x1	_	_	_
13-0	PST201	13	0	@pa:blo,	@pablo	_	_	_	_	_	anonymized	_	none	Intonation=WeaklyRising|PauseAfter=Yes	Begin=18.6505	2x1	_	_	_
13-1	PST201	13	1	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
13-2	PST201	13	2	okay	okay	_	_	_	_	_	linguistic	_	none	_	End=19.793	_	_	_	_
14-0	PST201	14	0	e::	e	_	_	_	_	_	linguistic	_	none	_	Begin=20.98	0x2	_	_	_
14-1	PST201	14	1	quanti	quanti	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
14-2	PST201	14	2	anni	anni	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
14-3	PST201	14	3	avete:?	avete	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=22.45	4x1	_	_	_
15-0	PST008	15	0	io:	io	_	_	_	_	_	linguistic	_	none	_	Begin=22.91	1x1	_	_	_
15-1	PST008	15	1	venti:quattro:	ventiquattro	_	_	_	_	_	linguistic	_	none	_	End=24.306	4x1,11x1	_	_	_
16-0	PST007	16	0	ho	ho	_	_	_	_	_	linguistic	_	none	_	Begin=26.93	_	_	_	_
16-1	PST007	16	1	ventiquattro,	ventiquattro	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	_	_	_	_	_
16-2	PST007	16	2	anni:	anni	_	_	_	_	_	linguistic	_	none	_	End=28.102	3x1	_	_	_
17-0	PST201	17	0	anche	anche	_	_	_	_	_	linguistic	_	none	_	Begin=28.38	_	_	_	_
17-1	PST201	17	1	tu,	tu	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=29.094	_	_	_	_
18-0	PST008	18	0	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=29.12|End=29.54	_	_	_	_
19-0	PST007	19	0	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=29.56	_	_	_	_
19-1	PST007	19	1	sì::	sì	_	_	_	_	_	linguistic	_	none	_	_	1x2	_	_	_
19-2	PST007	19	2	ventiquattro	ventiquattro	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
19-3	PST007	19	3	anni,	anni	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=31.291	_	_	_	_
20-0	PST008	20	0	en	en	_	_	_	_	_	linguistic	_	all	Language=NO_ISO_CODE|Variation=Token	Begin=31.291	_	_	_	_
20-1	PST008	20	1	serio:,	serio	_	_	_	_	_	linguistic	_	all	Intonation=WeaklyRising|Language=NO_ISO_CODE|Variation=Token	End=31.776	4x1	_	_	_
21-0	PST008	21	0	sul	sul	_	_	_	_	_	linguistic	_	none	_	Begin=32.08	_	_	_	_
21-1	PST008	21	1	serio?	serio	_	_	_	_	_	linguistic	_	none	Intonation=Rising	_	_	_	_	_
21-2	PST008	21	2	((ride))	((ride))	_	_	_	_	_	nonverbalbehavior	_	none	_	End=33.384	_	_	_	_
22-0	PST007	22	0	(ah)	ah	_	_	_	_	_	linguistic	_	none	_	Begin=32.42	_	_	0-2(0)	_
22-1	PST007	22	1	xxx	xxx	_	_	_	_	_	unknown	_	none	Syllables=3	End=33.167	_	_	_	_
23-0	PST201	23	0	e::	e	_	_	_	_	_	linguistic	_	none	_	Begin=34.187	0x2	_	_	_
23-1	PST201	23	1	[di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(2)
23-2	PST201	23	2	dove	dove	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-4(2)
